<mgsvp;
ORDERED
<

ACT     MSCBC2                    AD-288  TIME 20251003 1324  CLUSTER

MT MOBILE SUBSCRIBER SURVEY RESULT

HLRADDR             NSUB       NSUBA
4-324750007320404          4          4
4-491760007012             1          1
4-619180009009             1          1
4-35655594012              5          6
4-3319120120439            3          3
2-3319120120222            2          3
4-471700600110             7          8
4-33191393490331          39         35
4-33191393490218          13         12
4-880085000001104          0          0
4-94785000060              1          1
4-3319120120471            1          1
4-62816081125              5          2
4-16473840081             56         45
4-46731260001              6          6
4-905590000271             1          1
4-919811029100             1          2
4-254522500118             5          4
4-628187162              8          7
4-40770000025             9          9
4-639180008991             1          0
4-353830000250            21         22
4-33609009911             32         23
4-491760003010            10         10
2-291700600126             2          3
4-79262004640             13         14
4-639160009004             6          3
4-959790000058             1          2
2-291700600150             2          3
4-917021075029             1          2
2-291700600106             2          3
4-619180009006             1          0
4-4792001162              11         12
4-447953700231             4          5
4-639180009007             0          0
4-861476740000             1          1
4-33191393490251          10         10
4-37056100000              0          0
4-447780000005             0          0
4-8613747431000            1          1
4-491560003011             5          6
4-33191393490281          12         12
2-16363828769              2          3
4-447953700202            11         12
4-1119120120411            1          1
4-11191905420195           1          1
4-4792001140               4          5
4-471760003002             7          8
4-33191393490249          12         13
4-33191905420283           1          1
4-324748004055602         48         41
4-882285000001111          1          1
4-8614773950000            1          1
4-33171346560153           7          7
4-31424000285              4          4
4-11191146070740           1          2
4-33191485010082           5          5
4-48601000065              1          0
4-861958457000             1          1
4-33191346560152          10          9
4-77336017710              7          7
4-34642200028              7          7
4-639180009019             3          0
4-445953500254             5          5
4-491760003013             3          4
2-26707000300              2          2
4-33191146560119          11         11
4-33191491720341           3          3
4-46707000400             8         8
2-28881109132              2          2
4-919434399241             1          0
4-37069899882              1          1
2-291700600317             2          2
4-33609009905             25         22
4-400733087404             0          0
4-19703569832             35         18
4-33191491520099           5          6
2-3319120120237            2          2
4-33191233240056          14         12
4-358508771121             1          1
4-31191346070467          31         26
4-79167494207              1          1
4-491760003008            8         8
2-8613725908000            2          2
4-33609009908             32         22
4-353830000041             1          0
4-331914219050004          1          1
4-33609009904             32         29
4-3859810009               0          1
4-491700600304            12         12
4-79167494179              0          1
4-316530860010            9          9
4-8613641130000            5          6
4-8614770870000            1          1
2-291700600102             2          2
4-8614715240000            1          1
4-491500600129             5          5
4-14054729191              1          1
4-550119100004             0          0
4-33689008525             25         25
2-20766000110              2          3
4-491740003004             4          4
4-33689008886             21         20
4-491700600159             6          5
4-33191346070438           3          1
4-919890064303             3          2
4-33191346560126          12         12
4-491760003032            53         47
4-8615083400000            0          1
4-201059948074             4          5
4-33191346560181          9          7
2-3319120120236            2          2
4-421903002027             1          1
4-111911514420006          1          2
2-26705003208              2          3
2-33689008126              2          2
4-447951700248             1          1
4-201059968086             1          0
4-491760003019             6          7
4-861304765000             1          1
4-201059968081             5          5
4-242055005047             1          1
4-491700600111             1          1
2-291700600132             2          1
4-6613344161000            6          5
4-491500600103             5          5
4-8614778640000            1          0
4-3319100100505            0          1
2-3319120120506            2          2
4-447951700227             1          2
4-9613488801               1          0
2-227802002738             2          2
4-33191491520338           5          6
4-14054729228              1          1
4-33191393490264          15         14
4-7921960097220            1          1
4-331960993063             3          4
4-491700600155            8          7
4-41794992015            108         96
4-491700600112             6          6
4-445953500223             5          5
4-201059968089             1          1
4-46705003003              0          1
4-447933700233             3          4
4-14047259018              1          1
4-5921960096490            5          6
4-92300010596              1          1
4-447953700211            13         10
4-33191243810044           4          4
2-227782000117             2          3
4-491700400114             4          4
4-393358840745650          0          0
4-22670900007             43         39
4-434990041202            34         25
4-331914206080026         9         9
4-79126111212              1          1
4-619180009008             1          1
4-324730007321214          3          3
4-79167494178              1          1
4-861476742000             1          2
4-471700600156             7          7
4-8190540114853            0          0
4-33191346560162           5          4
4-79167494223              1          1
4-919847097353             1          1
4-19703769809            115         31
4-33191344540140           4          5
4-79167494006              0          0
4-4367603034000            0          0
4-861562647000             1          1
4-8190542114872            1          1
4-33191491720169          8          7
4-491700600134             3          3
4-491760003016             6          7
4-33191687770018           1          1
4-447488200517             1          1
4-447780000031             0          1
4-33191485010414           4          5
4-46708000000             13         14
4-13603399694             66         20
4-447753700230             7          8
4-33609009907             27         24
4-8617844940000            1          1
4-79167494009              0          0
4-639170000358            8          4
4-31624000266              6          6
4-33171346070455           7          2
2-252722500116             2          3
4-491760003017            9         9
4-8613334262000           8          8
4-447953700226             6          6
4-79126111111              1          1
4-491760003015            10         10
4-766510248400             7          7
4-919897050310             0          0
4-79167494208              1          1
4-33191355690015           1          0
4-971550930009            74         65
4-393205800014            14         10
4-393533000027            10         11
4-48881109062            307        257
2-393358911006             2          2
4-491700600101             0          0
4-60816081104              0          0
4-37129899920              1          0
4-4167601011000            1          1
4-79184790013              3          3
4-158402001004             1          1
4-8618450500000            1          0
4-491700600316             3          3
4-639180008986             0          1
4-331910090104001          0          0
4-331911514420007         26         21
4-447951700244             1          1
2-905590000272             2          3
4-883130000008205          1          1
4-33609009916             32         29
4-044950170000             0          0
4-3319127820094            4          4
4-14047259037              1          0
4-97339600662              6          6
4-46707000233            100         90
4-79167494175              1          1
4-324750007315415          6          7
4-33191314540275           4          3
4-447782001260             1          1
4-491700400111             4          5
4-491700600133             3          4
4-11191905420157           1          2
4-447953700204            19         18
4-33191346070451          9          7
2-861562611000             2          2
2-291700600128             2          2
4-79639741154              1          1
4-447800000736             0          1
4-9595930070               0          0
4-882285000001110          1          0
4-861320018010             1          1
4-33191491720143          8         8
4-79167494118              1          1
4-66921010450              1          1
4-79167494224              1          1
4-79167494173              1          1
4-33171471720147           7          7
4-447933700222             3          4
4-79167494188              0          0
2-79112009905              2          2
4-33191905420285           1          0
4-31624000281              3          3
4-19037029905              1          1
4-8614741040000            1          1
4-33660005110              1          1
4-46707000276              7          6
4-01650000057              0          0
4-8613564840000            1          1
4-994550000205             1          1
2-79167292201              2          3
4-33171471720174           7          7
4-491700400140             4          5
4-994550000006             0          0
4-491700600107             1          1
4-33191011900001           0          0
4-14054729334              1          1
2-3319120120222            2          3
4-717847005532             7          5
4-439170000337             4          2
4-8618361240000            1          1
4-9477000338               1          0
4-351960995060             0          0
4-3723098027               3          3
4-33191491720171           6          6
4-3348900088               3          4
2-919820011921             2          3
4-436990071206            8         8
4-33191390330037           3          3
2-291700600151             2          2
2-201059968073             2          3
4-905590000231             1          1
4-447953700030             0          0
4-33191905400193           0          1
4-48602003040             9         9
4-447953700212            11         12
4-8613452410000            1          1
4-48601000068              1          1
4-21650000050              1          1
4-254722500119             6          7
4-351960995064             5          5
4-33689008888             14         12
4-56982999055              1          1
4-821080010585             7          7
4-491700400138             4          4
4-8615114930000            1          1
4-436760180003             0          0
4-639180009001             0          0
4-639170000369            11          4
4-919893581560             0          0
4-819066519778             1          1
4-8613436470000            1          0
4-12085978686              1          1
4-79014951192              1          1
4-33191316540267           1          1
4-33191229970017           1          1
4-201059968205             1          2
4-48881109022             26         22
2-33191291720130           2          2
4-8613441760               0          0
4-38641003602              3          3
4-331919687700003          3          3
4-447782000248             1          0
4-639180008992             1          1
4-66923016504              1          1
4-8613770450000            0          0
4-16115000212              1          2
4-77050000030              1          0
4-33191465010106           6          1
4-48601000067              0          0
4-19039326968              1          0
4-639180009005             1          0
4-12085978677              1          1
4-861476741000             0          0
4-3705509930               0          0
4-111911716910002          1          1
4-4237902670              73          1
4-79184790003              3          4
4-33689008060              0          1
4-331912290195042          6          6
4-3319120120313            3          3
4-33191491720141           6          7
4-13603399696             17          1
4-373533000026             7          6
2-227953700229             2          2
2-26705003202              2          2
4-447559499030           282        257
4-77050000026              1          1
4-33191316540366           1          0
4-21650000098         829173     783715
4-33191491520124           5          5
4-212661000746            33         29
4-861854911000             1          1
4-14054709001              0          0
4-8619816540000            1          1
4-48601000071              1          1
4-33191306940031          12         10
2-3319120120509            2          3
4-11191245950010           1          2
4-14054729342              1          0
4-33191905420192           1          1
4-33689008256            193        158
4-447953700210            12         11
2-12202292221              2          3
4-905590000215             1          2
4-861960341474             1          1
4-338447981200             3          3
2-6281107162               2          2
4-8190542119851            5          6
4-917016075020             1          0
4-31624000282              7          8
4-919895000041             4          4
4-491760003004             6          6
4-491700600133            9          9
4-14054729151              1          1
2-291700600118             2          2
4-447953700039             0          0
4-447780000040             0          0
4-79016481192             16         16
4-905590000008             0          0
4-254522500121             5          6
4-12404492443              1          1
4-32475002529              1          1
4-3319120120434            5          5
4-22899999565              5          5
4-33689002900             25         20
4-861958464000             1          1
4-447953700001             0          0
4-79000900040              0          0
2-291700600122             2          2
4-8613460450000            1          1
4-97455589703              1          1
4-882285000001112          1          0
4-48601000060              0          0
4-79167494228              1          1
4-861300013103             0          0
4-201059968081             1          1
4-447782000111             1          1
2-291700600109             2          3
4-14047259009              1          1
4-31653099570              1          0
4-416760182221             1          1
4-331910290197028         10         10
4-447953700206            13         14
4-66921011522              1          1
4-447800000061             0          0
4-358508771123             4          4
4-33191905420194           1          1
4-916289015348             5          5
4-79167494202              1          1
4-919021019361             6          6
4-19019126986              1          1
4-919845284048             4          5
4-84900100                 1          1
4-8611426140000            1          1
2-3319120120220            2          2
4-8190542116874            1          1
4-905590000000             0          0
4-79167494007              0          0
4-33609009912             36         31
4-447782000112             1          0
4-62816081412              1          1
4-0348000004555            0          1
4-33609009903             24         15
4-491760003003             6          6
4-19703769843             49         28
4-8613467400000            0          0
4-11191491720125           1          1
4-38977000070              0          0
2-992700010120             2          1
4-393358840763002          1          0
4-331910606900007          0          0
4-37491000965              1          1
4-447951700258             1          2
4-4528133316               1          1
4-79012275192              4          4
4-46707000274              1          1
4-447951700217             1          1
2-291700600127             2          3
4-48601000064              0          0
4-619180009010             1          1
4-639180009000             0          1
2-358202001001             2          2
4-8618516404504            0          1
4-861851340000             0          0
4-639180008994             0          1
4-33191485010109           5          5
4-3319160160029            1          1
2-861395810000             2          2
4-261140010207             1          0
4-919810051031            10         10
4-79167494107              1          1
4-3317136700040            7          7
2-28602003021              2          2
4-905590000036             0          1
4-19039326900              6          4
4-10404490436              0          1
4-46703003206              3          4
4-8614735630000            1          1
2-882285000001100          2          0
4-79167494001              0          0
2-218919121253             2          2
4-33171373470278           7          7
4-491740003001             4          5
4-001059968077             0          1
4-66903011551              0          1
2-79167292220              2          2
4-8615100740000            0          0
4-861565485001             1          0
4-30971460009              0          0
4-383910930                3          4
4-79639741151              1          1
4-2348020004557            1          1
4-917011075009             0          1
4-79167494186              0          0
4-447782000221             1          0
4-79167494184              1          1
4-447780000044             0          0
4-4528133312               1          1
2-639180008987             2          2
4-8615807670000            0          0
4-919815053740             4          5
4-33171485010102           7          6
4-447797707075             0          0
4-79167494226              1          1
4-30971460010              0          0
4-64077435103              0          0
4-33191443850194           1          1
4-989110006                1          1
4-3705098006               0          1
4-919898092806             3          3
4-79639741152              1          1
4-861856834003             1          1
4-619180008990             1          2
4-201039968070             3          4
4-861564641000             1          1
4-269400085              8          7
4-400733087401             0          0
4-33191443850195           0          0
4-8618516404500            0          0
4-79270009045              6          6
4-10085978679              0          1
4-237694000000             1          1
2-79289900080              2          3
4-33191146560172          11         10
4-861854918000             0          1
4-79167494005              0          0
4-33191491720344          8          9
4-14054709301              0          0
4-8190542116881            1          1
4-3319100100508            0          0
4-66923014503              1          1
2-3319120120225            2          2
4-93791010102              1          0
4-882285000001102          1          0
4-491700600141             1          2
4-14054729344              1          0
4-639180009003             0          0
4-447953700256             1          1
4-14044559163              1          1
4-861565484915             1          1
4-14054729209              1          1
4-3859812010               1          1
4-33191962770199           3          4
4-8613759610000            0          0
4-46707000410              1          1
4-33191316540398           0          0
4-8618421180000            1          1
4-447782000226             1          0
4-66921011502              1          1
4-8190542114880            1          1
4-30971460017              0          1
4-3319160160030            3          4
4-66903016504              0          0
4-3319100100441            0          0
4-244920002108             1          1
4-447953700059             0          0
4-8613870840000            3          3
4-619180009020             1          1
2-291700600158             2          3
4-8618471670000            1          1
4-40770000028              4          5
4-22890600000              1          1
4-491700600310             1          0
4-880085000001109          0          0
4-79167494203              1          1
4-331911514400008          0          0
4-4367603030000            0          1
4-8619882390000            1          1
4-491560003023             5          6
4-819066519770             1          1
4-3319120120444            4          5
2-31622000287              2          2
4-491700600114             1          2
4-861300013100             0          0
4-358447981103             0          0
4-401903000005             0          0
4-13603399657              0          0
4-447782000243             1          1
4-61415011015              0          0
4-491700600141             6          6
4-13603399656              5          5
4-30971460018              3          4
4-436760182231             1          1
4-201059948084             4          4
4-33191316540140           1          1
4-447780000111             0          1
2-33191316520327           2          3
4-97111810271              1          2
4-420733087400             1          0
4-447780000045             0          0
4-8614756540000            1          0
4-8190540119850            0          0
4-46535485100              5          5
4-416760182225             1          1
2-26705003201              2          3
4-48601000066              1          0
4-905590000004             0          0
4-639180009018             0          0
4-33191316540164           0          0
4-619180009015             1          1
4-905590000000             0          1
4-639180008985             0          0
4-861854896000             1          1
4-1119120120511            1          1
4-861325477801             1          1
4-639180009013             0          1
4-447951700218             1          2
4-861325477829             1          1
4-491700600149             0          0
4-861958454000             1          1
4-905590000237             1          1
4-447780000114             0          1
4-79012321192              1          1
2-201059968201             2          3
4-445802002532             5          5
4-3859812011               1          0
4-491700600105             0          0
4-31624000283              3          4
4-79509480190              0          0
2-37068299230              2          3
4-447802002748             3          3
4-201059968204             1          1
4-5691600207               1          0
4-436990071096             0          0
2-3319120120228            2          2
4-16363848770              1          1
4-861866200057             1          0
4-919823000177             1          1
4-152061000240             1          2
4-018909999930             0          0
4-8614796910000            1          0
4-33191316540334           1          0
2-291700600123             2          2
4-8618516404527            1          0
4-27812022225              1          1
4-14047259019              1          1
4-33191485010437           0          0
4-358508771100             0          1
4-46723900010              1          1
4-10404490440              0          0
4-8613460340000            1          1
4-350061000000             0          0
4-491700600111             1          2
4-550023102005             1          1
4-8613501740000            0          1
4-3319100100501            0          0
4-880085000001101          0          1
4-971550930006             0          0
4-8617842050000            1          1
4-491700600151             1          2
4-882285000001106          1          0
4-447800000064             0          0
4-19039326946              1          1
4-8614735730000            1          1
4-9779800000054            1          1
4-14054729322              1          1
4-10404490440              0          0
4-17129201245              1          2
4-861326404000             1          0
4-447953700213             6          5
4-4528132000               1          1
4-3319127820090            1          1
4-447780000003             0          0
2-227953700228             2          2
4-2203005292               1          1
4-919823000691             1          1
4-639180009016             1          1
4-491700600130             0          0
4-8613479640000            0          0
4-4508133318               0          0
4-8618482650000            1          1
4-8613812340000            1          1
2-227782000227             2          2
4-447780000004             0          1
4-447797707076             0          0
4-8613748602               1          1
4-8614796670000            1          1
4-4531307401               1          1
4-447953700224             1          1
4-905590000040             0          0
4-550101102069             1          1
4-8618402400000            1          1
4-416760182224             1          1
4-316530870010             1          1
4-447951700216             1          2
4-447951700257             1          1
4-79101199981              1          1
4-883130000008321          1          1
4-201059968079             1          2
4-331912547700002          1          0
4-151921100026             1          1
4-861300020103             1          1
2-639180009000             2          0
4-33191374950021           1          1
4-66921011511              1          2
4-393358840745811          1          0
4-447953700050             0          0
4-8618516404523            1          0
4-4528133317               1          1
4-201059968075             1          0
4-447953700246             1          1
4-68987109999              1          0
4-33191491700131           0          0
4-447953700035             0          0
4-861476743000             3          2
4-8615654910               1          1
4-351960995065             0          0
4-491700600124             1          2
4-8190542112850            1          1
4-8614778410000            1          1
4-79202906865              1          2
4-447780000115             0          1
4-96558859630              0          0
4-861175810000             1          1
4-4167601015000            1          1
4-447953700041             0          0
4-14047259008              1          1
4-919954000100             1          1
4-905590000241             1          1
4-491700600137             0          0
4-447933700247             3          3
2-291700600122             2          3
4-352061000250             1          1
4-96394107400              0          1
4-861304704000             0          0
4-447781000015             0          1
4-33191316540297           1          1
4-2348020004610            1          1
4-25377890008              1          1
4-861320015312             1          0
4-33689008252              1          1
4-60816081107              0          1
4-8618516404520            1          0
4-33191905420146           1          1
4-447953700245             1          1
4-447782000241             1          0
4-8615765840000            1          1
4-001059968087             0          1
4-491700600119             1          1
4-201059968201             1          2
4-46705003202              1          0
2-236760182222             2          2
4-491700600152             1          1
2-33191291720339           2          2
4-48881109190              0          0
4-240556000410             1          1
4-30971460012              1          0
4-33191255750069           1          1
4-19039326991              1          1
4-883130000008322          1          0
4-38640006170              3          4
4-19039326993              1          1
4-8613745906000            1          0
4-79101399982              1          1
4-861564450908             1          1
4-48881109150              0          1
4-14054729314              1          1
4-590690880201             1          1
4-13603399764              1          1
4-8615102140000            1          1
4-37069950000              0          0
4-447782000210             1          1
4-8618455040000            1          1
4-447953700038             0          1
4-447782000118             3          3
4-14054729219              1          1
4-79167494142              1          1
4-861854914000             1          1
4-3319127820110            1          1
4-19039326966              1          1
4-8614784620000            1          0
4-447953700234             1          1
4-639180008993             1          0
4-8618400240000            1          1
4-96475009000135           0          0
4-37069899881              1          1
4-3705509961               0          0
4-79167494132              1          1
4-38163100301              1          1
4-491700600140             0          0
4-79188399990              0          1
4-79167494172              1          1
4-66942500006              1          1
4-8618488410000            1          1
4-48601000063              0          0
4-393358999734             1          1
4-66923015506              1          0
4-19039326984              1          0
4-491700600139             1          1
4-447782000211             1          1
4-12451000026              1          1
4-12085978676              1          1
4-33191905420188           1          0
4-861320018000             1          0
4-33689008711              1          1
4-8190540113861            0          1
4-882285000001108          1          0
4-19039326974              1          0
4-19039326982              1          1
4-14054729217              1          0
4-66923016503              1          1
4-861854916000             0          1
4-8615131410000            1          1
4-331912626920012          1          1
4-8618472840000            1          1
4-447953700243             1          1
4-550101100093             0          1
4-54079000020              1          1
4-639180009012             1          0
4-919026786493             1          1
4-491700600105             0          0
4-447951700249             1          2
4-359898000116             1          1
4-14054729325              1          1
4-861851640474             1          0
4-436990071095             0          0
4-447782000119             1          1
4-436760182228             1          1
4-387630000070             1          1
4-550119202007             1          1
4-38268000903              1          1
4-14054729211              1          1
4-905590000238             1          1
4-436760182230             1          0
4-14054729346              1          1
4-861300085100             0          0
4-882285000001116          1          0
4-251911299999             1          0
4-14054729205              1          1
4-436760180030             0          1
4-8618883410000            1          0
4-79147991088              1          1
4-8613782970000            1          0
4-251971200250             1          1
4-33191905400088           0          0
4-33191905420157           1          1
4-33191905400084           0          0
4-79114599990              1          1
4-13603399047              0          1
4-8190542113864            1          1
4-33191030760008           0          0
4-33191353870058           1          1
4-447782000232             1          1
4-8613810410003            1          1
4-8619895530000            1          0
4-4508133311               0          0
4-8618804130000            1          1
4-917011075028             1          1
4-639180009014             1          1
4-324750004160404          1          0
4-8614709420000            1          1
4-880085000001103          0          0
4-971550930007             1          1
4-33191905400189           0          0
4-8613504540000            0          0
4-819066519762             1          1
4-8615905380000            1          1
4-67581000120              1          1
4-436760182229             1          1
4-917020075020             1          1
4-639180009017             1          0
