carrier_name,country,CC,NDC,country_upper,carrier_name_upper
LLC T2 Mob,Russia,7.0,902938,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,904241,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,904243,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,904265,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90440,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90446,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90481,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90484,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,904852,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90488,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908088,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908089,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908321,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908323,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90847,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90874,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908859,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90888,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,950013,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95011,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,950309,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95045,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,950969,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95103,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951034,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951291,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951357,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95162,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95163,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95191,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951991,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951992,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951995,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95204,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952311,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952316,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95246,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95264,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952682,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952720,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952722,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952724,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953447,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953448,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95345,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95348,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9586441,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99236,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,994014,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,994271,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,996018,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,996019,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,996203,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,996811,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,996814,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,996850,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,999680,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,8422493,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,842293,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,84235914,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,84235957,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,84235958,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,84235959,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,84235980,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,900333,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,900454,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,901,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902156,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90216,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902246,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902357,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902361,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902362,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90244,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902461,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902514,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902519,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902582,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902667,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90272,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902737,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902828,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90442,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90467,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90477,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,904855,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90490,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90493,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908001,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908086,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908497,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908852,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908853,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95006,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95008,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95029,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95049,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,950949,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951294,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951298,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951343,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95203,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952317,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95262,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95265,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952670,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952672,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952684,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952685,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952757,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953030,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953032,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953444,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953976,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9586443,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,991012,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99220,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99302,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,994010,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,994013,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,994250,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,996010,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99690,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,35226,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,8313037,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,8422496,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,84235913,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,84235988,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9002183,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9002185,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90031,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,900330,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,900331,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,900446,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90200,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90209,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902233,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902256,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902463,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90248,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902502,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902586,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902589,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90264,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902669,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902730,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902731,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902733,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902734,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902735,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90276,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902814,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902829,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902936,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,904244,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,904268,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90492,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908004,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908009,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908081,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908085,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90826,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908495,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908496,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90872,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90882,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95009,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95014,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95032,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95037,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95046,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95047,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95051,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95053,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,950560,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,950561,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,950945,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951292,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951293,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951340,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95193,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95197,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951994,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952082,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952313,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952318,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952664,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952671,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952674,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952675,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952677,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95269,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953031,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95340,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953449,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953897,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953899,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953999,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,958643,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99223,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99231,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99241,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99242,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99301,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,993031,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,995200,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,995201,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99540,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99541,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99672,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9968013,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99989,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99991,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,842292,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,842294,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,842299,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,900217,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,900332,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902151,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902155,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902313,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902314,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902364,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902366,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902500,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902501,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902508,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902509,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902510,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902666,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902816,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902826,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902935,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90419,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,904264,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90447,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90448,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90466,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90478,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908003,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908005,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90809,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908320,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90855,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90859,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9086083,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9086084,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90865,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90866,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90873,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90886,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95007,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95036,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95044,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95052,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95055,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,950946,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,950947,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951276,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951341,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95192,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95196,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951996,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95202,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952081,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95234,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952660,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952676,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952678,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952689,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95271,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95301,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953033,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953412,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95382,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953898,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95398,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9539963,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9580,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,958640,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99221,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99251,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99542,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,996204,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,996851,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,996852,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,17,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,8422491,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,8422494,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,842295,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,84235903,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,84235989,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,900194,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9002180,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90210,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90217,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902231,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902248,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902253,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902259,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902288,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902311,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902325,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902464,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902512,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90254,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902578,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902583,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902587,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90262,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902668,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902671,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902693,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902694,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902739,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90278,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90280,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902812,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902827,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90283,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90286,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,902939,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90418,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,904240,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,904267,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90441,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90443,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,904850,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90494,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908227,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90824,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90827,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9086082,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,90876,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,908857,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95005,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95012,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95028,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95048,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95050,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95105,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95106,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95126,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951273,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951277,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951290,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951299,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951359,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95143,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,951998,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952011,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952012,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95207,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952083,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952084,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952315,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95263,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952661,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952687,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,952758,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95302,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953446,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,95363,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953977,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,953978,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,9586442,RUSSIA,LLC T2 MOB
LLC T2 Mob,Russia,7.0,99222,RUSSIA,LLC T2 MOB
