carrier_name,country,CC,NDC,country_upper,carrier_name_upper
H3G,Denmark,45.0,4271,DENMARK,H3G D
H3G,Denmark,45.0,5211,DENMARK,H3G D
H3G,Denmark,45.0,6056,DENMARK,H3G D
H3G,Denmark,45.0,3130,DENMARK,H3G D
H3G,Denmark,45.0,31310,DENMARK,H3G D
H3G,Denmark,45.0,315,DENMARK,H3G D
H3G,Denmark,45.0,4294,DENMARK,H3G D
H3G,Denmark,45.0,538,DENMARK,H3G D
H3G,Denmark,45.0,6054,DENMARK,H3G D
H3G,Denmark,45.0,6055,DENMARK,H3G D
H3G,Denmark,45.0,6057,DENMARK,H3G D
H3G,Denmark,45.0,31311,DENMARK,H3G D
H3G,Denmark,45.0,31315,DENMARK,H3G D
H3G,Denmark,45.0,4267,DENMARK,H3G D
H3G,Denmark,45.0,4274,DENMARK,H3G D
H3G,Denmark,45.0,4295,DENMARK,H3G D
H3G,Denmark,45.0,5212,DENMARK,H3G D
H3G,Denmark,45.0,3132,DENMARK,H3G D
H3G,Denmark,45.0,3134,DENMARK,H3G D
H3G,Denmark,45.0,314,DENMARK,H3G D
H3G,Denmark,45.0,316,DENMARK,H3G D
H3G,Denmark,45.0,4264,DENMARK,H3G D
H3G,Denmark,45.0,4268,DENMARK,H3G D
H3G,Denmark,45.0,06,DENMARK,H3G D
H3G,Denmark,45.0,312,DENMARK,H3G D
H3G,Denmark,45.0,3139,DENMARK,H3G D
H3G,Denmark,45.0,4262,DENMARK,H3G D
H3G,Denmark,45.0,4263,DENMARK,H3G D
H3G,Denmark,45.0,4269,DENMARK,H3G D
H3G,Denmark,45.0,536,DENMARK,H3G D
H3G,Denmark,45.0,,DENMARK,H3G D
Orange,Denmark,45.0,26,DENMARK,ORANGE A/S
Orange,Denmark,45.0,,DENMARK,ORANGE A/S
Orange,Denmark,45.0,30,DENMARK,ORANGE A/S
TDC Mobil,Denmark,45.0,,DENMARK,TDC MOBIL
TDC Mobil,Denmark,45.0,201,DENMARK,TDC MOBIL
TDC Mobil,Denmark,45.0,1,DENMARK,TDC MOBIL
Telenor,Denmark,45.0,337,DENMARK,TELENORDN
Telenor,Denmark,45.0,352,DENMARK,TELENORDN
Telenor,Denmark,45.0,369,DENMARK,TELENORDN
Telenor,Denmark,45.0,385,DENMARK,TELENORDN
Telenor,Denmark,45.0,397,DENMARK,TELENORDN
Telenor,Denmark,45.0,412,DENMARK,TELENORDN
Telenor,Denmark,45.0,424,DENMARK,TELENORDN
Telenor,Denmark,45.0,425,DENMARK,TELENORDN
Telenor,Denmark,45.0,4285,DENMARK,TELENORDN
Telenor,Denmark,45.0,4293,DENMARK,TELENORDN
Telenor,Denmark,45.0,448,DENMARK,TELENORDN
Telenor,Denmark,45.0,464,DENMARK,TELENORDN
Telenor,Denmark,45.0,488,DENMARK,TELENORDN
Telenor,Denmark,45.0,491,DENMARK,TELENORDN
Telenor,Denmark,45.0,494,DENMARK,TELENORDN
Telenor,Denmark,45.0,499,DENMARK,TELENORDN
Telenor,Denmark,45.0,502,DENMARK,TELENORDN
Telenor,Denmark,45.0,504,DENMARK,TELENORDN
Telenor,Denmark,45.0,5233,DENMARK,TELENORDN
Telenor,Denmark,45.0,5254,DENMARK,TELENORDN
Telenor,Denmark,45.0,551,DENMARK,TELENORDN
Telenor,Denmark,45.0,552,DENMARK,TELENORDN
Telenor,Denmark,45.0,555,DENMARK,TELENORDN
Telenor,Denmark,45.0,562,DENMARK,TELENORDN
Telenor,Denmark,45.0,587,DENMARK,TELENORDN
Telenor,Denmark,45.0,595,DENMARK,TELENORDN
Telenor,Denmark,45.0,607,DENMARK,TELENORDN
Telenor,Denmark,45.0,6091,DENMARK,TELENORDN
Telenor,Denmark,45.0,629,DENMARK,TELENORDN
Telenor,Denmark,45.0,637,DENMARK,TELENORDN
Telenor,Denmark,45.0,643,DENMARK,TELENORDN
Telenor,Denmark,45.0,644,DENMARK,TELENORDN
Telenor,Denmark,45.0,645,DENMARK,TELENORDN
Telenor,Denmark,45.0,647,DENMARK,TELENORDN
Telenor,Denmark,45.0,693,DENMARK,TELENORDN
Telenor,Denmark,45.0,698,DENMARK,TELENORDN
Telenor,Denmark,45.0,7194,DENMARK,TELENORDN
Telenor,Denmark,45.0,724,DENMARK,TELENORDN
Telenor,Denmark,45.0,743,DENMARK,TELENORDN
Telenor,Denmark,45.0,751,DENMARK,TELENORDN
Telenor,Denmark,45.0,755,DENMARK,TELENORDN
Telenor,Denmark,45.0,756,DENMARK,TELENORDN
Telenor,Denmark,45.0,757,DENMARK,TELENORDN
Telenor,Denmark,45.0,767,DENMARK,TELENORDN
Telenor,Denmark,45.0,782,DENMARK,TELENORDN
Telenor,Denmark,45.0,8130,DENMARK,TELENORDN
Telenor,Denmark,45.0,8131,DENMARK,TELENORDN
Telenor,Denmark,45.0,8134,DENMARK,TELENORDN
Telenor,Denmark,45.0,8151,DENMARK,TELENORDN
Telenor,Denmark,45.0,8152,DENMARK,TELENORDN
Telenor,Denmark,45.0,8154,DENMARK,TELENORDN
Telenor,Denmark,45.0,8180,DENMARK,TELENORDN
Telenor,Denmark,45.0,8193,DENMARK,TELENORDN
Telenor,Denmark,45.0,8194,DENMARK,TELENORDN
Telenor,Denmark,45.0,8198,DENMARK,TELENORDN
Telenor,Denmark,45.0,8199,DENMARK,TELENORDN
Telenor,Denmark,45.0,821,DENMARK,TELENORDN
Telenor,Denmark,45.0,824,DENMARK,TELENORDN
Telenor,Denmark,45.0,828,DENMARK,TELENORDN
Telenor,Denmark,45.0,871,DENMARK,TELENORDN
Telenor,Denmark,45.0,874,DENMARK,TELENORDN
Telenor,Denmark,45.0,883,DENMARK,TELENORDN
Telenor,Denmark,45.0,889,DENMARK,TELENORDN
Telenor,Denmark,45.0,9138,DENMARK,TELENORDN
Telenor,Denmark,45.0,9159,DENMARK,TELENORDN
Telenor,Denmark,45.0,968,DENMARK,TELENORDN
Telenor,Denmark,45.0,995,DENMARK,TELENORDN
Telenor,Denmark,45.0,251,DENMARK,TELENORDN
Telenor,Denmark,45.0,2599,DENMARK,TELENORDN
Telenor,Denmark,45.0,321,DENMARK,TELENORDN
Telenor,Denmark,45.0,327,DENMARK,TELENORDN
Telenor,Denmark,45.0,329,DENMARK,TELENORDN
Telenor,Denmark,45.0,335,DENMARK,TELENORDN
Telenor,Denmark,45.0,342,DENMARK,TELENORDN
Telenor,Denmark,45.0,349,DENMARK,TELENORDN
Telenor,Denmark,45.0,355,DENMARK,TELENORDN
Telenor,Denmark,45.0,358,DENMARK,TELENORDN
Telenor,Denmark,45.0,362,DENMARK,TELENORDN
Telenor,Denmark,45.0,364,DENMARK,TELENORDN
Telenor,Denmark,45.0,388,DENMARK,TELENORDN
Telenor,Denmark,45.0,3931,DENMARK,TELENORDN
Telenor,Denmark,45.0,394,DENMARK,TELENORDN
Telenor,Denmark,45.0,405,DENMARK,TELENORDN
Telenor,Denmark,45.0,407,DENMARK,TELENORDN
Telenor,Denmark,45.0,408,DENMARK,TELENORDN
Telenor,Denmark,45.0,413,DENMARK,TELENORDN
Telenor,Denmark,45.0,415,DENMARK,TELENORDN
Telenor,Denmark,45.0,4260,DENMARK,TELENORDN
Telenor,Denmark,45.0,4280,DENMARK,TELENORDN
Telenor,Denmark,45.0,4284,DENMARK,TELENORDN
Telenor,Denmark,45.0,4288,DENMARK,TELENORDN
Telenor,Denmark,45.0,4289,DENMARK,TELENORDN
Telenor,Denmark,45.0,444,DENMARK,TELENORDN
Telenor,Denmark,45.0,456,DENMARK,TELENORDN
Telenor,Denmark,45.0,467,DENMARK,TELENORDN
Telenor,Denmark,45.0,474,DENMARK,TELENORDN
Telenor,Denmark,45.0,489,DENMARK,TELENORDN
Telenor,Denmark,45.0,495,DENMARK,TELENORDN
Telenor,Denmark,45.0,498,DENMARK,TELENORDN
Telenor,Denmark,45.0,5066,DENMARK,TELENORDN
Telenor,Denmark,45.0,5068,DENMARK,TELENORDN
Telenor,Denmark,45.0,508,DENMARK,TELENORDN
Telenor,Denmark,45.0,509,DENMARK,TELENORDN
Telenor,Denmark,45.0,529,DENMARK,TELENORDN
Telenor,Denmark,45.0,5390,DENMARK,TELENORDN
Telenor,Denmark,45.0,5392,DENMARK,TELENORDN
Telenor,Denmark,45.0,542,DENMARK,TELENORDN
Telenor,Denmark,45.0,553,DENMARK,TELENORDN
Telenor,Denmark,45.0,554,DENMARK,TELENORDN
Telenor,Denmark,45.0,557,DENMARK,TELENORDN
Telenor,Denmark,45.0,559,DENMARK,TELENORDN
Telenor,Denmark,45.0,563,DENMARK,TELENORDN
Telenor,Denmark,45.0,567,DENMARK,TELENORDN
Telenor,Denmark,45.0,574,DENMARK,TELENORDN
Telenor,Denmark,45.0,577,DENMARK,TELENORDN
Telenor,Denmark,45.0,591,DENMARK,TELENORDN
Telenor,Denmark,45.0,594,DENMARK,TELENORDN
Telenor,Denmark,45.0,606,DENMARK,TELENORDN
Telenor,Denmark,45.0,6093,DENMARK,TELENORDN
Telenor,Denmark,45.0,618,DENMARK,TELENORDN
Telenor,Denmark,45.0,625,DENMARK,TELENORDN
Telenor,Denmark,45.0,646,DENMARK,TELENORDN
Telenor,Denmark,45.0,658,DENMARK,TELENORDN
Telenor,Denmark,45.0,659,DENMARK,TELENORDN
Telenor,Denmark,45.0,694,DENMARK,TELENORDN
Telenor,Denmark,45.0,702,DENMARK,TELENORDN
Telenor,Denmark,45.0,706,DENMARK,TELENORDN
Telenor,Denmark,45.0,7174,DENMARK,TELENORDN
Telenor,Denmark,45.0,7175,DENMARK,TELENORDN
Telenor,Denmark,45.0,7178,DENMARK,TELENORDN
Telenor,Denmark,45.0,734,DENMARK,TELENORDN
Telenor,Denmark,45.0,738,DENMARK,TELENORDN
Telenor,Denmark,45.0,741,DENMARK,TELENORDN
Telenor,Denmark,45.0,742,DENMARK,TELENORDN
Telenor,Denmark,45.0,746,DENMARK,TELENORDN
Telenor,Denmark,45.0,765,DENMARK,TELENORDN
Telenor,Denmark,45.0,773,DENMARK,TELENORDN
Telenor,Denmark,45.0,774,DENMARK,TELENORDN
Telenor,Denmark,45.0,783,DENMARK,TELENORDN
Telenor,Denmark,45.0,794,DENMARK,TELENORDN
Telenor,Denmark,45.0,798,DENMARK,TELENORDN
Telenor,Denmark,45.0,8135,DENMARK,TELENORDN
Telenor,Denmark,45.0,8168,DENMARK,TELENORDN
Telenor,Denmark,45.0,8181,DENMARK,TELENORDN
Telenor,Denmark,45.0,8182,DENMARK,TELENORDN
Telenor,Denmark,45.0,8184,DENMARK,TELENORDN
Telenor,Denmark,45.0,8185,DENMARK,TELENORDN
Telenor,Denmark,45.0,823,DENMARK,TELENORDN
Telenor,Denmark,45.0,861,DENMARK,TELENORDN
Telenor,Denmark,45.0,867,DENMARK,TELENORDN
Telenor,Denmark,45.0,879,DENMARK,TELENORDN
Telenor,Denmark,45.0,882,DENMARK,TELENORDN
Telenor,Denmark,45.0,899,DENMARK,TELENORDN
Telenor,Denmark,45.0,9151,DENMARK,TELENORDN
Telenor,Denmark,45.0,9198,DENMARK,TELENORDN
Telenor,Denmark,45.0,9224,DENMARK,TELENORDN
Telenor,Denmark,45.0,9229,DENMARK,TELENORDN
Telenor,Denmark,45.0,985,DENMARK,TELENORDN
Telenor,Denmark,45.0,992,DENMARK,TELENORDN
Telenor,Denmark,45.0,254,DENMARK,TELENORDN
Telenor,Denmark,45.0,257,DENMARK,TELENORDN
Telenor,Denmark,45.0,2594,DENMARK,TELENORDN
Telenor,Denmark,45.0,326,DENMARK,TELENORDN
Telenor,Denmark,45.0,331,DENMARK,TELENORDN
Telenor,Denmark,45.0,338,DENMARK,TELENORDN
Telenor,Denmark,45.0,345,DENMARK,TELENORDN
Telenor,Denmark,45.0,346,DENMARK,TELENORDN
Telenor,Denmark,45.0,354,DENMARK,TELENORDN
Telenor,Denmark,45.0,359,DENMARK,TELENORDN
Telenor,Denmark,45.0,363,DENMARK,TELENORDN
Telenor,Denmark,45.0,365,DENMARK,TELENORDN
Telenor,Denmark,45.0,398,DENMARK,TELENORDN
Telenor,Denmark,45.0,409,DENMARK,TELENORDN
Telenor,Denmark,45.0,4270,DENMARK,TELENORDN
Telenor,Denmark,45.0,441,DENMARK,TELENORDN
Telenor,Denmark,45.0,452,DENMARK,TELENORDN
Telenor,Denmark,45.0,454,DENMARK,TELENORDN
Telenor,Denmark,45.0,461,DENMARK,TELENORDN
Telenor,Denmark,45.0,462,DENMARK,TELENORDN
Telenor,Denmark,45.0,468,DENMARK,TELENORDN
Telenor,Denmark,45.0,472,DENMARK,TELENORDN
Telenor,Denmark,45.0,476,DENMARK,TELENORDN
Telenor,Denmark,45.0,481,DENMARK,TELENORDN
Telenor,Denmark,45.0,497,DENMARK,TELENORDN
Telenor,Denmark,45.0,501,DENMARK,TELENORDN
Telenor,Denmark,45.0,505,DENMARK,TELENORDN
Telenor,Denmark,45.0,528,DENMARK,TELENORDN
Telenor,Denmark,45.0,5397,DENMARK,TELENORDN
Telenor,Denmark,45.0,541,DENMARK,TELENORDN
Telenor,Denmark,45.0,565,DENMARK,TELENORDN
Telenor,Denmark,45.0,566,DENMARK,TELENORDN
Telenor,Denmark,45.0,569,DENMARK,TELENORDN
Telenor,Denmark,45.0,578,DENMARK,TELENORDN
Telenor,Denmark,45.0,579,DENMARK,TELENORDN
Telenor,Denmark,45.0,592,DENMARK,TELENORDN
Telenor,Denmark,45.0,596,DENMARK,TELENORDN
Telenor,Denmark,45.0,598,DENMARK,TELENORDN
Telenor,Denmark,45.0,608,DENMARK,TELENORDN
Telenor,Denmark,45.0,6095,DENMARK,TELENORDN
Telenor,Denmark,45.0,622,DENMARK,TELENORDN
Telenor,Denmark,45.0,632,DENMARK,TELENORDN
Telenor,Denmark,45.0,648,DENMARK,TELENORDN
Telenor,Denmark,45.0,654,DENMARK,TELENORDN
Telenor,Denmark,45.0,708,DENMARK,TELENORDN
Telenor,Denmark,45.0,709,DENMARK,TELENORDN
Telenor,Denmark,45.0,7191,DENMARK,TELENORDN
Telenor,Denmark,45.0,7195,DENMARK,TELENORDN
Telenor,Denmark,45.0,7199,DENMARK,TELENORDN
Telenor,Denmark,45.0,733,DENMARK,TELENORDN
Telenor,Denmark,45.0,736,DENMARK,TELENORDN
Telenor,Denmark,45.0,737,DENMARK,TELENORDN
Telenor,Denmark,45.0,761,DENMARK,TELENORDN
Telenor,Denmark,45.0,762,DENMARK,TELENORDN
Telenor,Denmark,45.0,785,DENMARK,TELENORDN
Telenor,Denmark,45.0,792,DENMARK,TELENORDN
Telenor,Denmark,45.0,796,DENMARK,TELENORDN
Telenor,Denmark,45.0,8150,DENMARK,TELENORDN
Telenor,Denmark,45.0,8160,DENMARK,TELENORDN
Telenor,Denmark,45.0,8164,DENMARK,TELENORDN
Telenor,Denmark,45.0,8176,DENMARK,TELENORDN
Telenor,Denmark,45.0,8179,DENMARK,TELENORDN
Telenor,Denmark,45.0,822,DENMARK,TELENORDN
Telenor,Denmark,45.0,826,DENMARK,TELENORDN
Telenor,Denmark,45.0,829,DENMARK,TELENORDN
Telenor,Denmark,45.0,864,DENMARK,TELENORDN
Telenor,Denmark,45.0,868,DENMARK,TELENORDN
Telenor,Denmark,45.0,875,DENMARK,TELENORDN
Telenor,Denmark,45.0,888,DENMARK,TELENORDN
Telenor,Denmark,45.0,893,DENMARK,TELENORDN
Telenor,Denmark,45.0,9135,DENMARK,TELENORDN
Telenor,Denmark,45.0,9188,DENMARK,TELENORDN
Telenor,Denmark,45.0,9194,DENMARK,TELENORDN
Telenor,Denmark,45.0,9197,DENMARK,TELENORDN
Telenor,Denmark,45.0,9199,DENMARK,TELENORDN
Telenor,Denmark,45.0,9226,DENMARK,TELENORDN
Telenor,Denmark,45.0,9228,DENMARK,TELENORDN
Telenor,Denmark,45.0,9292,DENMARK,TELENORDN
Telenor,Denmark,45.0,963,DENMARK,TELENORDN
Telenor,Denmark,45.0,966,DENMARK,TELENORDN
Telenor,Denmark,45.0,986,DENMARK,TELENORDN
Telenor,Denmark,45.0,989,DENMARK,TELENORDN
Telenor,Denmark,45.0,258,DENMARK,TELENORDN
Telenor,Denmark,45.0,2591,DENMARK,TELENORDN
Telenor,Denmark,45.0,319,DENMARK,TELENORDN
Telenor,Denmark,45.0,328,DENMARK,TELENORDN
Telenor,Denmark,45.0,343,DENMARK,TELENORDN
Telenor,Denmark,45.0,348,DENMARK,TELENORDN
Telenor,Denmark,45.0,368,DENMARK,TELENORDN
Telenor,Denmark,45.0,381,DENMARK,TELENORDN
Telenor,Denmark,45.0,382,DENMARK,TELENORDN
Telenor,Denmark,45.0,383,DENMARK,TELENORDN
Telenor,Denmark,45.0,384,DENMARK,TELENORDN
Telenor,Denmark,45.0,3933,DENMARK,TELENORDN
Telenor,Denmark,45.0,396,DENMARK,TELENORDN
Telenor,Denmark,45.0,411,DENMARK,TELENORDN
Telenor,Denmark,45.0,4287,DENMARK,TELENORDN
Telenor,Denmark,45.0,432,DENMARK,TELENORDN
Telenor,Denmark,45.0,434,DENMARK,TELENORDN
Telenor,Denmark,45.0,436,DENMARK,TELENORDN
Telenor,Denmark,45.0,438,DENMARK,TELENORDN
Telenor,Denmark,45.0,447,DENMARK,TELENORDN
Telenor,Denmark,45.0,458,DENMARK,TELENORDN
Telenor,Denmark,45.0,465,DENMARK,TELENORDN
Telenor,Denmark,45.0,471,DENMARK,TELENORDN
Telenor,Denmark,45.0,478,DENMARK,TELENORDN
Telenor,Denmark,45.0,487,DENMARK,TELENORDN
Telenor,Denmark,45.0,5252,DENMARK,TELENORDN
Telenor,Denmark,45.0,5255,DENMARK,TELENORDN
Telenor,Denmark,45.0,5316,DENMARK,TELENORDN
Telenor,Denmark,45.0,5317,DENMARK,TELENORDN
Telenor,Denmark,45.0,5393,DENMARK,TELENORDN
Telenor,Denmark,45.0,548,DENMARK,TELENORDN
Telenor,Denmark,45.0,572,DENMARK,TELENORDN
Telenor,Denmark,45.0,584,DENMARK,TELENORDN
Telenor,Denmark,45.0,597,DENMARK,TELENORDN
Telenor,Denmark,45.0,6050,DENMARK,TELENORDN
Telenor,Denmark,45.0,631,DENMARK,TELENORDN
Telenor,Denmark,45.0,642,DENMARK,TELENORDN
Telenor,Denmark,45.0,652,DENMARK,TELENORDN
Telenor,Denmark,45.0,656,DENMARK,TELENORDN
Telenor,Denmark,45.0,665,DENMARK,TELENORDN
Telenor,Denmark,45.0,667,DENMARK,TELENORDN
Telenor,Denmark,45.0,695,DENMARK,TELENORDN
Telenor,Denmark,45.0,701,DENMARK,TELENORDN
Telenor,Denmark,45.0,703,DENMARK,TELENORDN
Telenor,Denmark,45.0,711,DENMARK,TELENORDN
Telenor,Denmark,45.0,7173,DENMARK,TELENORDN
Telenor,Denmark,45.0,7192,DENMARK,TELENORDN
Telenor,Denmark,45.0,722,DENMARK,TELENORDN
Telenor,Denmark,45.0,763,DENMARK,TELENORDN
Telenor,Denmark,45.0,784,DENMARK,TELENORDN
Telenor,Denmark,45.0,786,DENMARK,TELENORDN
Telenor,Denmark,45.0,789,DENMARK,TELENORDN
Telenor,Denmark,45.0,793,DENMARK,TELENORDN
Telenor,Denmark,45.0,8136,DENMARK,TELENORDN
Telenor,Denmark,45.0,8156,DENMARK,TELENORDN
Telenor,Denmark,45.0,8166,DENMARK,TELENORDN
Telenor,Denmark,45.0,8167,DENMARK,TELENORDN
Telenor,Denmark,45.0,8187,DENMARK,TELENORDN
Telenor,Denmark,45.0,8197,DENMARK,TELENORDN
Telenor,Denmark,45.0,866,DENMARK,TELENORDN
Telenor,Denmark,45.0,873,DENMARK,TELENORDN
Telenor,Denmark,45.0,887,DENMARK,TELENORDN
Telenor,Denmark,45.0,9112,DENMARK,TELENORDN
Telenor,Denmark,45.0,9114,DENMARK,TELENORDN
Telenor,Denmark,45.0,9131,DENMARK,TELENORDN
Telenor,Denmark,45.0,9133,DENMARK,TELENORDN
Telenor,Denmark,45.0,9181,DENMARK,TELENORDN
Telenor,Denmark,45.0,9184,DENMARK,TELENORDN
Telenor,Denmark,45.0,9220,DENMARK,TELENORDN
Telenor,Denmark,45.0,9247,DENMARK,TELENORDN
Telenor,Denmark,45.0,9249,DENMARK,TELENORDN
Telenor,Denmark,45.0,961,DENMARK,TELENORDN
Telenor,Denmark,45.0,965,DENMARK,TELENORDN
Telenor,Denmark,45.0,987,DENMARK,TELENORDN
Telenor,Denmark,45.0,991,DENMARK,TELENORDN
Telenor,Denmark,45.0,993,DENMARK,TELENORDN
Telenor,Denmark,45.0,997,DENMARK,TELENORDN
Telenor,Denmark,45.0,998,DENMARK,TELENORDN
Telenor,Denmark,45.0,20,DENMARK,TELENORDN
Telenor,Denmark,45.0,22,DENMARK,TELENORDN
Telenor,Denmark,45.0,2598,DENMARK,TELENORDN
Telenor,Denmark,45.0,322,DENMARK,TELENORDN
Telenor,Denmark,45.0,325,DENMARK,TELENORDN
Telenor,Denmark,45.0,332,DENMARK,TELENORDN
Telenor,Denmark,45.0,333,DENMARK,TELENORDN
Telenor,Denmark,45.0,356,DENMARK,TELENORDN
Telenor,Denmark,45.0,387,DENMARK,TELENORDN
Telenor,Denmark,45.0,389,DENMARK,TELENORDN
Telenor,Denmark,45.0,406,DENMARK,TELENORDN
Telenor,Denmark,45.0,414,DENMARK,TELENORDN
Telenor,Denmark,45.0,439,DENMARK,TELENORDN
Telenor,Denmark,45.0,442,DENMARK,TELENORDN
Telenor,Denmark,45.0,443,DENMARK,TELENORDN
Telenor,Denmark,45.0,451,DENMARK,TELENORDN
Telenor,Denmark,45.0,466,DENMARK,TELENORDN
Telenor,Denmark,45.0,483,DENMARK,TELENORDN
Telenor,Denmark,45.0,5253,DENMARK,TELENORDN
Telenor,Denmark,45.0,527,DENMARK,TELENORDN
Telenor,Denmark,45.0,5314,DENMARK,TELENORDN
Telenor,Denmark,45.0,5318,DENMARK,TELENORDN
Telenor,Denmark,45.0,5394,DENMARK,TELENORDN
Telenor,Denmark,45.0,545,DENMARK,TELENORDN
Telenor,Denmark,45.0,568,DENMARK,TELENORDN
Telenor,Denmark,45.0,576,DENMARK,TELENORDN
Telenor,Denmark,45.0,583,DENMARK,TELENORDN
Telenor,Denmark,45.0,6096,DENMARK,TELENORDN
Telenor,Denmark,45.0,6097,DENMARK,TELENORDN
Telenor,Denmark,45.0,619,DENMARK,TELENORDN
Telenor,Denmark,45.0,633,DENMARK,TELENORDN
Telenor,Denmark,45.0,641,DENMARK,TELENORDN
Telenor,Denmark,45.0,653,DENMARK,TELENORDN
Telenor,Denmark,45.0,655,DENMARK,TELENORDN
Telenor,Denmark,45.0,663,DENMARK,TELENORDN
Telenor,Denmark,45.0,664,DENMARK,TELENORDN
Telenor,Denmark,45.0,666,DENMARK,TELENORDN
Telenor,Denmark,45.0,669,DENMARK,TELENORDN
Telenor,Denmark,45.0,705,DENMARK,TELENORDN
Telenor,Denmark,45.0,7190,DENMARK,TELENORDN
Telenor,Denmark,45.0,723,DENMARK,TELENORDN
Telenor,Denmark,45.0,729,DENMARK,TELENORDN
Telenor,Denmark,45.0,745,DENMARK,TELENORDN
Telenor,Denmark,45.0,749,DENMARK,TELENORDN
Telenor,Denmark,45.0,752,DENMARK,TELENORDN
Telenor,Denmark,45.0,758,DENMARK,TELENORDN
Telenor,Denmark,45.0,771,DENMARK,TELENORDN
Telenor,Denmark,45.0,772,DENMARK,TELENORDN
Telenor,Denmark,45.0,775,DENMARK,TELENORDN
Telenor,Denmark,45.0,779,DENMARK,TELENORDN
Telenor,Denmark,45.0,791,DENMARK,TELENORDN
Telenor,Denmark,45.0,797,DENMARK,TELENORDN
Telenor,Denmark,45.0,811,DENMARK,TELENORDN
Telenor,Denmark,45.0,8163,DENMARK,TELENORDN
Telenor,Denmark,45.0,8169,DENMARK,TELENORDN
Telenor,Denmark,45.0,8183,DENMARK,TELENORDN
Telenor,Denmark,45.0,8186,DENMARK,TELENORDN
Telenor,Denmark,45.0,8196,DENMARK,TELENORDN
Telenor,Denmark,45.0,827,DENMARK,TELENORDN
Telenor,Denmark,45.0,884,DENMARK,TELENORDN
Telenor,Denmark,45.0,894,DENMARK,TELENORDN
Telenor,Denmark,45.0,895,DENMARK,TELENORDN
Telenor,Denmark,45.0,9139,DENMARK,TELENORDN
Telenor,Denmark,45.0,9183,DENMARK,TELENORDN
Telenor,Denmark,45.0,9193,DENMARK,TELENORDN
Telenor,Denmark,45.0,9225,DENMARK,TELENORDN
Telenor,Denmark,45.0,925,DENMARK,TELENORDN
Telenor,Denmark,45.0,9295,DENMARK,TELENORDN
Telenor,Denmark,45.0,981,DENMARK,TELENORDN
Telenor,Denmark,45.0,994,DENMARK,TELENORDN
Telenor,Denmark,45.0,999,DENMARK,TELENORDN
Telenor,Denmark,45.0,02,DENMARK,TELENORDN
Telenor,Denmark,45.0,253,DENMARK,TELENORDN
Telenor,Denmark,45.0,255,DENMARK,TELENORDN
Telenor,Denmark,45.0,256,DENMARK,TELENORDN
Telenor,Denmark,45.0,324,DENMARK,TELENORDN
Telenor,Denmark,45.0,336,DENMARK,TELENORDN
Telenor,Denmark,45.0,357,DENMARK,TELENORDN
Telenor,Denmark,45.0,361,DENMARK,TELENORDN
Telenor,Denmark,45.0,366,DENMARK,TELENORDN
Telenor,Denmark,45.0,367,DENMARK,TELENORDN
Telenor,Denmark,45.0,392,DENMARK,TELENORDN
Telenor,Denmark,45.0,3935,DENMARK,TELENORDN
Telenor,Denmark,45.0,3936,DENMARK,TELENORDN
Telenor,Denmark,45.0,417,DENMARK,TELENORDN
Telenor,Denmark,45.0,446,DENMARK,TELENORDN
Telenor,Denmark,45.0,449,DENMARK,TELENORDN
Telenor,Denmark,45.0,459,DENMARK,TELENORDN
Telenor,Denmark,45.0,477,DENMARK,TELENORDN
Telenor,Denmark,45.0,479,DENMARK,TELENORDN
Telenor,Denmark,45.0,496,DENMARK,TELENORDN
Telenor,Denmark,45.0,503,DENMARK,TELENORDN
Telenor,Denmark,45.0,5062,DENMARK,TELENORDN
Telenor,Denmark,45.0,5222,DENMARK,TELENORDN
Telenor,Denmark,45.0,5242,DENMARK,TELENORDN
Telenor,Denmark,45.0,5256,DENMARK,TELENORDN
Telenor,Denmark,45.0,543,DENMARK,TELENORDN
Telenor,Denmark,45.0,544,DENMARK,TELENORDN
Telenor,Denmark,45.0,546,DENMARK,TELENORDN
Telenor,Denmark,45.0,547,DENMARK,TELENORDN
Telenor,Denmark,45.0,549,DENMARK,TELENORDN
Telenor,Denmark,45.0,556,DENMARK,TELENORDN
Telenor,Denmark,45.0,561,DENMARK,TELENORDN
Telenor,Denmark,45.0,571,DENMARK,TELENORDN
Telenor,Denmark,45.0,575,DENMARK,TELENORDN
Telenor,Denmark,45.0,599,DENMARK,TELENORDN
Telenor,Denmark,45.0,6090,DENMARK,TELENORDN
Telenor,Denmark,45.0,6094,DENMARK,TELENORDN
Telenor,Denmark,45.0,621,DENMARK,TELENORDN
Telenor,Denmark,45.0,626,DENMARK,TELENORDN
Telenor,Denmark,45.0,638,DENMARK,TELENORDN
Telenor,Denmark,45.0,657,DENMARK,TELENORDN
Telenor,Denmark,45.0,697,DENMARK,TELENORDN
Telenor,Denmark,45.0,7176,DENMARK,TELENORDN
Telenor,Denmark,45.0,727,DENMARK,TELENORDN
Telenor,Denmark,45.0,732,DENMARK,TELENORDN
Telenor,Denmark,45.0,748,DENMARK,TELENORDN
Telenor,Denmark,45.0,753,DENMARK,TELENORDN
Telenor,Denmark,45.0,754,DENMARK,TELENORDN
Telenor,Denmark,45.0,777,DENMARK,TELENORDN
Telenor,Denmark,45.0,788,DENMARK,TELENORDN
Telenor,Denmark,45.0,8133,DENMARK,TELENORDN
Telenor,Denmark,45.0,8155,DENMARK,TELENORDN
