MCC,MNC,PLMN,Region,Country,ISO,Operator,Brand,PLMNCode,2G,GPRS/3G,LTE,NetworkId,NetworkName,Source
649.0,4.0,64904.0,Africa,Namibia,,Paratus Telecommunications (Pty),Paratus Telecommunications (Pty),,,,YES,paratus_telecommunications_(pty)_namibia,Paratus Telecommunications (Pty),system
425.0,10.0,42510.0,Asia and the Middle East,Israel,IL,Partner Communications Company Ltd.,Partner,,YES,YES,YES,partner_israel,Partner,system
454.0,20.0,45420.0,Asia and the Middle East,Hong Kong,HK,PCCW-HKT,PCCW Mobile (4G),,,,YES,pccw_mobile_(4g)_hong_kong,PCCW Mobile (4G),system
454.0,29.0,45429.0,Asia and the Middle East,Hong Kong,HK,PCCW-HKT,PCCW Mobile (CDMA),,YES,,,pccw_mobile_(cdma)_hong_kong,PCCW Mobile (CDMA),system
425.0,28.0,42528.0,Asia and the Middle East,Israel,IL,PHI Networks,PHI Networks,,,,YES,phi_networks_israel,PHI Networks,system
255.0,99.0,25599.0,Europe,Ukraine,UA,Phoenix,Phoenix,,,,YES,phoenix_ukraine,Phoenix,system
311.0,670.0,311670.0,North America and the Caribbean,United States of America,US,Pine Belt Cellular Inc.,Pine Belt Wireless,,YES,,YES,pine_belt_wireless_united_states_of_america,Pine Belt Wireless,system
311.0,80.0,311080.0,North America and the Caribbean,United States of America,US,Pine Telephone Company,Pine Cellular,,YES,,YES,pine_cellular_united_states_of_america,Pine Cellular,system
310.0,790.0,310790.0,North America and the Caribbean,United States of America,US,PinPoint Communications Inc.,BLAZE,,YES,YES,YES,blaze_united_states_of_america,BLAZE,system
311.0,290.0,311290.0,North America and the Caribbean,United States of America,US,PinPoint Communications Inc.,BLAZE,,YES,YES,YES,blaze_united_states_of_america,BLAZE,system
260.0,35.0,26035.0,Europe,Poland,PL,PKP Polskie Linie Kolejowe S.A.,PKP Polskie Linie Kolejowe S.A.,,YES,,,pkp_polskie_linie_kolejowe_s.a._poland,PKP Polskie Linie Kolejowe S.A.,system
515.0,18.0,51518.0,Oceania,Philippines,PH,PLDT via Smart's Connectivity Unlimited Resources Enterprise,Cure,,YES,YES,,cure_philippines,Cure,system
230.0,5.0,23005.0,Europe,Czech Republic,CZ,PODA a.s.,PODA a.s.,,,,YES,poda_a.s._czech_republic,PODA a.s.,system
260.0,5.0,26005.0,Europe,Poland,PL,Polska Telefonia Komórkowa Centertel Sp. z o.o.,Orange,,,YES,,orange_poland,Orange,system
330.0,0.0,330000.0,North America and the Caribbean,Puerto Rico,PR,PR Wireless,Open Mobile,,YES,,,open_mobile_puerto_rico,Open Mobile,system
330.0,120.0,330120.0,North America and the Caribbean,Puerto Rico,PR,PR Wireless,Open Mobile,,,,YES,open_mobile_puerto_rico,Open Mobile,system
255.0,5.0,25505.0,Europe,Ukraine,UA,"PRJSC ""Kyivstar""",Kyivstar,,YES,,,kyivstar_ukraine,Kyivstar,system
255.0,21.0,25521.0,Europe,Ukraine,UA,"PRJSC ""Telesystems of Ukraine""",PEOPLEnet,,YES,,,peoplenet_ukraine,PEOPLEnet,system
255.0,25.0,25525.0,Europe,Ukraine,UA,"PRJSC ""Telesystems of Ukraine""",NEWTONE,,YES,,,newtone_ukraine,NEWTONE,system
248.0,6.0,24806.0,Europe,Estonia,EE,Progroup Holding,Progroup Holding,,,YES,,progroup_holding_estonia,Progroup Holding,system
204.0,21.0,20421.0,Europe,Netherlands,NL,ProRail B.V.,ProRail B.V.,,YES,,,prorail_b.v._netherlands,ProRail B.V.,system
311.0,540.0,311540.0,North America and the Caribbean,United States of America,US,Proximiti Mobility Inc.,Proximiti Mobility Inc.,,YES,,,proximiti_mobility_inc._united_states_of_america,Proximiti Mobility Inc.,system
311.0,730.0,311730.0,North America and the Caribbean,United States of America,US,Proximiti Mobility Inc.,Proximiti Mobility Inc.,,YES,,,proximiti_mobility_inc._united_states_of_america,Proximiti Mobility Inc.,system
510.0,99.0,51099.0,Oceania,Indonesia,ID,PT Bakrie Telecom,Esia,,YES,,,esia_indonesia,Esia,system
510.0,78.0,51078.0,Oceania,Indonesia,ID,PT Berca Hardayaperkasa,Hinet,,,,YES,hinet_indonesia,Hinet,system
510.0,3.0,51003.0,Oceania,Indonesia,ID,PT Indosat Tbk,StarOne,,YES,,,starone_indonesia,StarOne,system
510.0,88.0,51088.0,Oceania,Indonesia,ID,PT Internux,BOLT! 4G LTE,,,,YES,bolt!_4g_lte_indonesia,BOLT! 4G LTE,system
510.0,28.0,51028.0,Oceania,Indonesia,ID,PT Mobile-8 Telecom,Fren/Hepi,,,,YES,fren/hepi_indonesia,Fren/Hepi,system
510.0,27.0,51027.0,Oceania,Indonesia,ID,PT Sampoerna Telekomunikasi Indonesia,Net 1,,,,YES,net_1_indonesia,Net 1,system
510.0,9.0,51009.0,Oceania,Indonesia,ID,PT Smartfren Telecom,Smartfren,,,,YES,smartfren_indonesia,Smartfren,system
514.0,1.0,51401.0,Oceania,East Timor,TL,PT Telekomunikasi Indonesia International,Telkomcel,,YES,YES,YES,telkomcel_east_timor,Telkomcel,system
510.0,7.0,51007.0,Oceania,Indonesia,ID,PT Telkom,TelkomFlexi,,YES,,,telkomflexi_indonesia,TelkomFlexi,system
510.0,20.0,51020.0,Oceania,Indonesia,ID,PT Telkom Indonesia Tbk,TELKOMMobile,,YES,,,telkommobile_indonesia,TELKOMMobile,system
410.0,2.0,41002.0,Asia and the Middle East,Pakistan,PK,PTCL,3G EVO / CharJi 4G,,,YES,YES,3g_evo_/_charji_4g_pakistan,3G EVO / CharJi 4G,system
310.0,500.0,310500.0,North America and the Caribbean,United States of America,US,Public Service Cellular Inc.,Alltel,,,YES,,alltel_united_states_of_america,Alltel,system
404.0,53.0,40453.0,Asia and the Middle East,India,IN,Punjab,cellone,,YES,YES,,cellone_india,cellone,system
405.0,18.0,40518.0,Asia and the Middle East,India,IN,Punjab,Reliance,,YES,,,reliance_india,Reliance,system
405.0,851.0,405851.0,Asia and the Middle East,India,IN,Punjab,IDEA,,YES,,,idea_india,IDEA,system
738.0,3.0,738003.0,South and Central America,Guyana,GY,Quark Communications Inc.,Quark Communications Inc.,,,,YES,quark_communications_inc._guyana,Quark Communications Inc.,system
505.0,21.0,50521.0,Oceania,Australia,AU,Queensland Rail Limited,Queensland Rail Limited,,YES,,,queensland_rail_limited_australia,Queensland Rail Limited,system
505.0,13.0,50513.0,Oceania,Australia,AU,"Railcorp, Transport for New South Wales",RailCorp,,YES,,,railcorp_australia,RailCorp,system
404.0,59.0,40459.0,Asia and the Middle East,India,IN,Rajasthan,cellone,,YES,YES,,cellone_india,cellone,system
404.0,60.0,40460.0,Asia and the Middle East,India,IN,Rajasthan,Vodafone India,,YES,,,vodafone_india_india,Vodafone India,system
405.0,19.0,40519.0,Asia and the Middle East,India,IN,Rajasthan,Reliance,,YES,,,reliance_india,Reliance,system
226.0,5.0,22605.0,Europe,Romania,RO,RCS&RDS,Digi.Mobil,,,YES,YES,digi.mobil_romania,Digi.Mobil,system
312.0,780.0,312780.0,North America and the Caribbean,United States of America,US,Redzone Wireless,Redzone Wireless,,,,YES,redzone_wireless_united_states_of_america,Redzone Wireless,system
208.0,96.0,20896.0,Europe,France,FR,Région Bourgogne-Franche-Comté,Région Bourgogne-Franche-Comté,,,,YES,région_bourgogne-franche-comté_france,Région Bourgogne-Franche-Comté,system
222.0,30.0,22230.0,Europe,Italy,IT,Rete Ferroviaria Italiana,RFI,,YES,,,rfi_italy,RFI,system
302.0,320.0,302320.0,North America and the Caribbean,Canada,CA,Rogers Communications,Rogers Wireless,,,YES,,rogers_wireless_canada,Rogers Wireless,system
250.0,39.0,25039.0,Europe,Russian Federation,RU,ROSTELECOM,Rostelecom,,YES,YES,YES,rostelecom_russian_federation,Rostelecom,system
520.0,9.0,52009.0,Oceania,Thailand,TH,Royal Thai Police,Royal Thai Police,,,,YES,royal_thai_police_thailand,Royal Thai Police,system
312.0,160.0,312160.0,North America and the Caribbean,United States of America,US,RSA1 Limited Partnership,Chat Mobility,,,,YES,chat_mobility_united_states_of_america,Chat Mobility,system
312.0,320.0,312320.0,North America and the Caribbean,United States of America,US,RTC Communications LLC,RTC Communications LLC,,,,YES,rtc_communications_llc_united_states_of_america,RTC Communications LLC,system
434.0,6.0,43406.0,Asia and the Middle East,Uzbekistan,UZ,RUBICON WIRELESS COMMUNICATION,Perfectum Mobile,,,YES,,perfectum_mobile_uzbekistan,Perfectum Mobile,system
640.0,1.0,64001.0,Africa,Tanzania,TZ,Rural NetCo Limited,Rural NetCo Limited,,,YES,,rural_netco_limited_tanzania,Rural NetCo Limited,system
635.0,12.0,63512.0,Africa,Rwanda,RW,Rwandatel S.A.,Rwandatel,,YES,,,rwandatel_rwanda,Rwandatel,system
452.0,3.0,45203.0,Asia and the Middle East,Vietnam,VN,S-Telecom,S-Fone,,,YES,,s-fone_vietnam,S-Fone,system
646.0,3.0,64603.0,Africa,Madagascar,MG,Sacel Madagascar S.A.,Sacel,,YES,,,sacel_madagascar,Sacel,system
311.0,350.0,311350.0,North America and the Caribbean,United States of America,US,"Sagebrush Cellular, Inc.",Nemont,,,YES,,nemont_united_states_of_america,Nemont,system
437.0,10.0,43710.0,Asia and the Middle East,Kyrgyzstan,KG,Saima Telecom,Saima Telecom,,,,YES,saima_telecom_kyrgyzstan,Saima Telecom,system
292.0,1.0,29201.0,Europe,San Marino,SM,San Marino Telecom,PRIMA,,YES,YES,,prima_san_marino,PRIMA,system
302.0,680.0,302680.0,North America and the Caribbean,Canada,CA,SaskTel Mobility,SaskTel,,,,YES,sasktel_canada,SaskTel,system
244.0,15.0,24415.0,Europe,Finland,FI,Satakunnan ammattikorkeakoulu Oy,SAMK,,YES,,,samk_finland,SAMK,system
420.0,21.0,42021.0,Asia and the Middle East,Saudi Arabia,SA,Saudi Railways GSM,RGSM,,YES,,,rgsm_saudi_arabia,RGSM,system
228.0,6.0,22806.0,Europe,Switzerland,CH,SBB AG,SBB-CFF-FFS,,YES,,,sbb-cff-ffs_switzerland,SBB-CFF-FFS,system
410.0,5.0,41005.0,Asia and the Middle East,Pakistan,PK,SCO Mobile Ltd,SCO Mobile,,YES,,,sco_mobile_pakistan,SCO Mobile,system
410.0,8.0,41008.0,Asia and the Middle East,Pakistan,PK,SCO Mobile Ltd,SCO Mobile,,YES,,,sco_mobile_pakistan,SCO Mobile,system
456.0,11.0,45611.0,Asia and the Middle East,Cambodia,KH,SEATEL Cambodia,SEATEL,,,,YES,seatel_cambodia,SEATEL,system
724.0,15.0,72415.0,South and Central America,Brazil,BR,Sercomtel Celular,Sercomtel,,YES,YES,,sercomtel_brazil,Sercomtel,system
543.0,1.0,54301.0,Oceania,Wallis and Futuna,WF,Service des Postes et Télécommunications des Îles Wallis et Futuna (SPT),Manuia,,,YES,YES,manuia_wallis_and_futuna,Manuia,system
363.0,1.0,36301.0,North America and the Caribbean,Aruba,AW,Servicio di Telecomunicacion di Aruba,SETAR,,YES,YES,YES,setar_aruba,SETAR,system
250.0,33.0,25033.0,Europe,Russian Federation,RU,Sevtelekom,Sevmobile,,YES,YES,,sevmobile_russian_federation,Sevmobile,system
302.0,880.0,302880.0,North America and the Caribbean,Canada,CA,"Shared Telus, Bell, and SaskTel",Bell / Telus / SaskTel,,,YES,,bell_/_telus_/_sasktel_canada,Bell / Telus / SaskTel,system
302.0,490.0,302490.0,North America and the Caribbean,Canada,CA,Shaw Communications,Freedom Mobile,,,YES,YES,freedom_mobile_canada,Freedom Mobile,system
450.0,3.0,45003.0,Asia and the Middle East,South Korea,KR,"Shinsegi Telecom, Inc.",Power 017,,,YES,,power_017_south_korea,Power 017,system
311.0,910.0,311910.0,North America and the Caribbean,United States of America,US,SI Wireless LLC,MobileNation,,YES,,YES,mobilenation_united_states_of_america,MobileNation,system
250.0,4.0,25004.0,Europe,Russian Federation,RU,Sibchallenge,Sibchallenge,,YES,,,sibchallenge_russian_federation,Sibchallenge,system
262.0,76.0,26276.0,Europe,Germany,DE,Siemens AG,Siemens AG,,YES,,,siemens_ag_germany,Siemens AG,system
619.0,6.0,61906.0,Africa,Sierra Leone,SL,Sierra Leone Telephony,SierraTel,,YES,,YES,sierratel_sierra_leone,SierraTel,system
282.0,5.0,28205.0,Europe,Georgia,GE,Silknet,S1,,YES,,,s1_georgia,S1,system
282.0,8.0,28208.0,Europe,Georgia,GE,Silknet,Silk LTE,,,,YES,silk_lte_georgia,Silk LTE,system
312.0,430.0,312430.0,North America and the Caribbean,United States of America,US,Silver Star Communications,Silver Star Communications,,YES,,YES,silver_star_communications_united_states_of_america,Silver Star Communications,system
428.0,91.0,42891.0,Asia and the Middle East,Mongolia,MN,Skytel LLC,Skytel,,,YES,,skytel_mongolia,Skytel,system
231.0,4.0,23104.0,Europe,Slovakia,SK,Slovak Telekom,Telekom,,YES,YES,,telekom_slovakia,Telekom,system
456.0,2.0,45602.0,Asia and the Middle East,Cambodia,KH,Smart Axiata Co. Ltd,Smart,,YES,YES,YES,smart_cambodia,Smart,system
456.0,5.0,45605.0,Asia and the Middle East,Cambodia,KH,Smart Axiata Co. Ltd,Smart,,YES,YES,YES,smart_cambodia,Smart,system
456.0,6.0,45606.0,Asia and the Middle East,Cambodia,KH,Smart Axiata Co. Ltd,Smart,,YES,YES,YES,smart_cambodia,Smart,system
429.0,4.0,42904.0,Asia and the Middle East,Nepal,NP,Smart Telecom Pvt. Ltd. (STPL),SmartCell,,YES,,YES,smartcell_nepal,SmartCell,system
455.0,6.0,45506.0,Asia and the Middle East,Macau (China),MO,"Smartone – Comunicações Móveis, S.A.",SmarTone,,,YES,,smartone_macau_(china),SmarTone,system
454.0,15.0,45415.0,Asia and the Middle East,Hong Kong,HK,SmarTone Mobile Communications Limited,SmarTone Mobile Communications Limited,,YES,,,smartone_mobile_communications_limited_hong_kong,SmarTone Mobile Communications Limited,system
454.0,17.0,45417.0,Asia and the Middle East,Hong Kong,HK,SmarTone Mobile Communications Limited,SmarTone Mobile Communications Limited,,YES,,,smartone_mobile_communications_limited_hong_kong,SmarTone Mobile Communications Limited,system
250.0,15.0,25015.0,Europe,Russian Federation,RU,"SMARTS Ufa, SMARTS Uljanovsk",SMARTS,,YES,,,smarts_russian_federation,SMARTS,system
621.0,27.0,62127.0,Africa,Nigeria,NG,Smile Communications Nigeria,Smile,,,,YES,smile_nigeria,Smile,system
641.0,33.0,64133.0,Africa,Uganda,UG,Smile Communications Uganda Limited,Smile,,,,YES,smile_uganda,Smile,system
640.0,11.0,64011.0,Africa,Tanzania,TZ,Smile Telecoms Holdings Ltd.,SmileCom,,,,YES,smilecom_tanzania,SmileCom,system
310.0,320.0,310320.0,North America and the Caribbean,United States of America,US,"Smith Bagley, Inc.",Cellular One,,YES,YES,,cellular_one_united_states_of_america,Cellular One,system
208.0,14.0,20814.0,Europe,France,FR,SNCF Réseau,SNCF Réseau,,YES,,,sncf_réseau_france,SNCF Réseau,system
432.0,21.0,43221.0,Asia and the Middle East,Iran,IR,Social Security Investment Co.,Rightel,,,YES,YES,rightel_iran,Rightel,system
270.0,71.0,27071.0,Europe,Luxembourg,LU,Société Nationale des Chemins de Fer Luxembourgeois,CFL,,YES,,,cfl_luxembourg,CFL,system
647.0,10.0,64710.0,Africa,French Indian Ocean Territories (France),YT/RE,Société Réunionnaise du Radiotéléphone,SFR Réunion,,YES,YES,YES,sfr_réunion_french_indian_ocean_territories_(france),SFR Réunion,system
440.0,0.0,44000.0,Asia and the Middle East,Japan,JP,SoftBank Corp.,Y!Mobile,,,YES,,y!mobile_japan,Y!Mobile,system
440.0,21.0,44021.0,Asia and the Middle East,Japan,JP,SoftBank Corp.,SoftBank,,,YES,YES,softbank_japan,SoftBank,system
441.0,1.0,44101.0,Asia and the Middle East,Japan,JP,SoftBank Corp.,SoftBank,,,YES,YES,softbank_japan,SoftBank,system
637.0,4.0,63704.0,Africa,Somalia,SO,Somafone FZLLC,Somafone,,YES,,,somafone_somalia,Somafone,system
637.0,20.0,63720.0,Africa,Somalia,SO,SOMNET,SOMNET,,YES,YES,YES,somnet_somalia,SOMNET,system
637.0,71.0,63771.0,Africa,Somalia,SO,Somtel,Somtel,,YES,YES,YES,somtel_somalia,Somtel,system
608.0,1.0,60801.0,Africa,Senegal,SN,Sonatel,Orange,,YES,YES,YES,orange_senegal,Orange,system
250.0,91.0,25091.0,Europe,Russian Federation,RU,Sonic Duo CJSC,Sonic Duo,,YES,,,sonic_duo_russian_federation,Sonic Duo,system
611.0,2.0,61102.0,Africa,Guinea,GN,Sotelgui Lagui,Sotelgui,,YES,,,sotelgui_guinea,Sotelgui,system
622.0,2.0,62202.0,Africa,Chad,TD,SotelTchad,Tawali,,,YES,,tawali_chad,Tawali,system
622.0,7.0,62207.0,Africa,Chad,TD,SotelTchad,Salam,,YES,,,salam_chad,Salam,system
312.0,80.0,312080.0,North America and the Caribbean,United States of America,US,South Georgia Regional Information Technology Authority,SyncSouth,,,YES,,syncsouth_united_states_of_america,SyncSouth,system
312.0,720.0,312720.0,North America and the Caribbean,United States of America,US,Southern Communications Services,Southern LINC,,,,YES,southern_linc_united_states_of_america,Southern LINC,system
616.0,3.0,61603.0,Africa,Benin,BJ,Spacetel Benin,MTN,,YES,YES,YES,mtn_benin,MTN,system
421.0,2.0,42102.0,Asia and the Middle East,Yemen,YE,Spacetel Yemen,MTN,,YES,,,mtn_yemen,MTN,system
621.0,24.0,62124.0,Africa,Nigeria,NG,Spectranet,Spectranet,,,,YES,spectranet_nigeria,Spectranet,system
702.0,99.0,70299.0,South and Central America,Belize,BZ,Speednet Communications Limited,SMART,,,YES,,smart_belize,SMART,system
230.0,98.0,23098.0,Europe,Czech Republic,CZ,"Správa železniční dopravní cesty, s.o.","Správa železniční dopravní cesty, s.o.",,YES,,,"správa_železniční_dopravní_cesty,_s.o._czech_republic","Správa železniční dopravní cesty, s.o.",system
311.0,490.0,311490.0,North America and the Caribbean,United States of America,US,Sprint Corporation,Sprint,,,,YES,sprint_united_states_of_america,Sprint,system
413.0,12.0,41312.0,Asia and the Middle East,Sri Lanka,LK,Sri Lanka Telecom PLC,SLT,,,,YES,slt_sri_lanka,SLT,system
302.0,480.0,302480.0,North America and the Caribbean,Canada,CA,SSi Connexions,Qiniq,,YES,,YES,qiniq_canada,Qiniq,system
308.0,1.0,30801.0,North America and the Caribbean,Saint Pierre and Miquelon (France),PM,St. Pierre-et-Miquelon Télécom,Ameris,,YES,,,ameris_saint_pierre_and_miquelon_(france),Ameris,system
311.0,640.0,311640.0,North America and the Caribbean,United States of America,US,Standing Rock Telecommunications,Rock Wireless,,,,YES,rock_wireless_united_states_of_america,Rock Wireless,system
302.0,550.0,302550.0,North America and the Caribbean,Canada,CA,Star Solutions International Inc.,Star Solutions International Inc.,,,,YES,star_solutions_international_inc._canada,Star Solutions International Inc.,system
426.0,4.0,42604.0,Asia and the Middle East,Bahrain,BH,STC Bahrain,STC,,YES,YES,YES,stc_bahrain,STC,system
311.0,360.0,311360.0,North America and the Caribbean,United States of America,US,Stelera Wireless,Stelera Wireless,,,YES,,stelera_wireless_united_states_of_america,Stelera Wireless,system
634.0,7.0,63407.0,Africa,Sudan,SD,Sudatel Group,Sudani One,,YES,YES,YES,sudani_one_sudan,Sudani One,system
630.0,5.0,63005.0,Africa,Democratic Republic of the Congo,CD,Supercell SPRL,Supercell,,YES,,,supercell_democratic_republic_of_the_congo,Supercell,system
995.0,1.0,99501.0,Worldwide,British Indian Ocean Territory (UK),IO,Sure (Diego Garcia) Ltd,FonePlus,,YES,,,foneplus_british_indian_ocean_territory_(uk),FonePlus,system
234.0,55.0,23455.0,Europe,Guernsey (UK),GG,Sure (Guernsey) Limited,Sure Mobile,,YES,YES,YES,sure_mobile_guernsey_(uk),Sure Mobile,system
234.0,55.0,23455.0,Europe,United Kingdom,GB,Sure (Guernsey) Limited,Sure Mobile,,YES,YES,YES,sure_mobile_united_kingdom,Sure Mobile,system
234.0,55.0,23455.0,Europe,Jersey (UK),JE,Sure (Jersey) Limited,Sure Mobile,,YES,YES,YES,sure_mobile_jersey_(uk),Sure Mobile,system
234.0,36.0,23436.0,Europe,Isle of Man (UK),IM,Sure Isle of Man Ltd.,Sure Mobile,,YES,,YES,sure_mobile_isle_of_man_(uk),Sure Mobile,system
234.0,36.0,23436.0,Europe,United Kingdom,GB,Sure Isle of Man Ltd.,Sure Mobile,,YES,,YES,sure_mobile_united_kingdom,Sure Mobile,system
750.0,1.0,750001.0,South and Central America,Falkland Islands (UK),FK,Sure South Atlantic Ltd.,Sure,,YES,,YES,sure_falkland_islands_(uk),Sure,system
658.0,1.0,65801.0,Africa,"Saint Helena, Ascension and Tristan da Cunha",SH,Sure South Atlantic Ltd.,Sure,,YES,,YES,"sure_saint_helena,_ascension_and_tristan_da_cunha",Sure,system
620.0,8.0,62008.0,Africa,Ghana,GH,Surfline Communications Ltd,Surfline,,,,YES,surfline_ghana,Surfline,system
240.0,5.0,24005.0,Europe,Sweden,SE,Svenska UMTS-Nät AB,Sweden 3G,,,YES,,sweden_3g_sweden,Sweden 3G,system
231.0,3.0,23103.0,Europe,Slovakia,SK,"SWAN Mobile, a.s.",4ka,,,,YES,4ka_slovakia,4ka,system
653.0,2.0,65302.0,Africa,Swaziland,SZ,Swazi Mobile Limited,Swazi Mobile Limited,,,,YES,swazi_mobile_limited_swaziland,Swazi Mobile Limited,system
621.0,26.0,62126.0,Africa,Nigeria,NG,Swift,Swift,,,,YES,swift_nigeria,Swift,system
295.0,1.0,29501.0,Europe,Liechtenstein,LI,Swisscom Schweiz AG,Swisscom,,YES,,YES,swisscom_liechtenstein,Swisscom,system
338.0,40.0,338040.0,North America and the Caribbean,Jamaica,JM,Symbiote Investment Limited,Caricel,,,,YES,caricel_jamaica,Caricel,system
208.0,23.0,20823.0,Europe,France,FR,Syndicat mixte ouvert Charente Numérique,Syndicat mixte ouvert Charente Numérique,,,,YES,syndicat_mixte_ouvert_charente_numérique_france,Syndicat mixte ouvert Charente Numérique,system
417.0,1.0,41701.0,Asia and the Middle East,Syria,SY,Syriatel Mobile Telecom,Syriatel,,YES,YES,YES,syriatel_syria,Syriatel,system
311.0,930.0,311930.0,North America and the Caribbean,United States of America,US,Syringa Wireless,Syringa Wireless,,,,YES,syringa_wireless_united_states_of_america,Syringa Wireless,system
293.0,10.0,29310.0,Europe,Slovenia,SI,"SŽ - Infrastruktura, d.o.o.","SŽ - Infrastruktura, d.o.o.",,YES,,,"sž_-_infrastruktura,_d.o.o._slovenia","SŽ - Infrastruktura, d.o.o.",system
293.0,64.0,29364.0,Europe,Slovenia,SI,T-2 d.o.o.,T-2,,,YES,,t-2_slovenia,T-2,system
310.0,200.0,310200.0,North America and the Caribbean,United States of America,US,T-Mobile,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
310.0,210.0,310210.0,North America and the Caribbean,United States of America,US,T-Mobile,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
310.0,220.0,310220.0,North America and the Caribbean,United States of America,US,T-Mobile,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
310.0,230.0,310230.0,North America and the Caribbean,United States of America,US,T-Mobile,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
310.0,240.0,310240.0,North America and the Caribbean,United States of America,US,T-Mobile,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
310.0,250.0,310250.0,North America and the Caribbean,United States of America,US,T-Mobile,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
310.0,270.0,310270.0,North America and the Caribbean,United States of America,US,T-Mobile,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
310.0,310.0,310310.0,North America and the Caribbean,United States of America,US,T-Mobile,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
310.0,490.0,310490.0,North America and the Caribbean,United States of America,US,T-Mobile,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
310.0,800.0,310800.0,North America and the Caribbean,United States of America,US,T-Mobile,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
297.0,2.0,29702.0,Europe,Montenegro,ME,T-Mobile Montenegro LLC,T-Mobile,,YES,YES,YES,t-mobile_montenegro,T-Mobile,system
220.0,4.0,22004.0,Europe,Serbia,RS,T-Mobile Montenegro LLC,T-Mobile,,YES,,,t-mobile_serbia,T-Mobile,system
260.0,34.0,26034.0,Europe,Poland,PL,T-Mobile Polska S.A.,NetWorkS!,,,,YES,networks!_poland,NetWorkS!,system
310.0,160.0,310160.0,North America and the Caribbean,United States of America,US,T-Mobile US,T-Mobile,,YES,,,t-mobile_united_states_of_america,T-Mobile,system
466.0,90.0,46690.0,Asia and the Middle East,Taiwan,TW,Taiwan Star Telecom,T Star,,,,YES,t_star_taiwan,T Star,system
404.0,80.0,40480.0,Asia and the Middle East,India,IN,Tamil Nadu,cellone,,YES,YES,,cellone_india,cellone,system
405.0,20.0,40520.0,Asia and the Middle East,India,IN,Tamil Nadu,Reliance,,YES,,,reliance_india,Reliance,system
641.0,4.0,64104.0,Africa,Uganda,UG,Tangerine Uganda Limited,Tangerine Uganda Limited,,,,YES,tangerine_uganda_limited_uganda,Tangerine Uganda Limited,system
640.0,7.0,64007.0,Africa,Tanzania,TZ,Tanzania Telecommunication Company LTD (TTCL),TTCL Mobile,,YES,YES,YES,ttcl_mobile_tanzania,TTCL Mobile,system
402.0,77.0,40277.0,Asia and the Middle East,Bhutan,BT,Tashi InfoComm Limited,TashiCell,,YES,YES,YES,tashicell_bhutan,TashiCell,system
250.0,27.0,25027.0,Europe,Russian Federation,RU,Tattelecom,Letai,,YES,,YES,letai_russian_federation,Letai,system
250.0,54.0,25054.0,Europe,Russian Federation,RU,Tattelecom,TTK,,,,YES,ttk_russian_federation,TTK,system
432.0,32.0,43232.0,Asia and the Middle East,Iran,IR,TCI of Iran and Iran Mobin,Taliya,,YES,,,taliya_iran,Taliya,system
432.0,99.0,43299.0,Asia and the Middle East,Iran,IR,TCI of Iran and Rightel,TCI (GSM WLL),,YES,,,tci_(gsm_wll)_iran,TCI (GSM WLL),system
311.0,740.0,311740.0,North America and the Caribbean,United States of America,US,Telalaska Cellular,Telalaska Cellular,,YES,,YES,telalaska_cellular_united_states_of_america,Telalaska Cellular,system
647.0,3.0,64703.0,Africa,French Indian Ocean Territories (France),YT/RE,Telco OI,Free,,YES,YES,YES,free_french_indian_ocean_territories_(france),Free,system
637.0,82.0,63782.0,Africa,Somalia,SO,Telcom Somalia,Telcom,,YES,YES,YES,telcom_somalia,Telcom,system
228.0,8.0,22808.0,Europe,Switzerland,CH,TelCommunication Services AG,Tele4u,,YES,,,tele4u_switzerland,Tele4u,system
204.0,2.0,20402.0,Europe,Netherlands,NL,Tele2 Nederland B.V.,Tele2,,,,YES,tele2_netherlands,Tele2,system
623.0,2.0,62302.0,Africa,Central African Republic,CF,Telecel Centrafrique,TC,,YES,YES,,tc_central_african_republic,TC,system
613.0,3.0,61303.0,Africa,Burkina Faso,BF,Telecel Faso SA,Telecel Faso,,YES,,,telecel_faso_burkina_faso,Telecel Faso,system
548.0,1.0,54801.0,Oceania,Cook Islands (Pacific Ocean),CK,Telecom Cook Islands,Bluesky,,YES,YES,YES,bluesky_cook_islands_(pacific_ocean),Bluesky,system
602.0,4.0,60204.0,Africa,Egypt,EG,Telecom Egypt,WE,,,,YES,we_egypt,WE,system
542.0,3.0,54203.0,Oceania,Fiji,FJ,Telecom Fiji Ltd,TFL,,,YES,YES,tfl_fiji,TFL,system
418.0,40.0,41840.0,Asia and the Middle East,Iraq,IQ,Telecom Ltd,Korek,,YES,,,korek_iraq,Korek,system
649.0,2.0,64902.0,Africa,Namibia,,Telecom Namibia,switch,,,YES,,switch_namibia,switch,system
