MCC,MNC,PLMN,Region,Country,ISO,Operator,Brand,PLMNCode,2G,GPRS/3G,LTE,NetworkId,NetworkName,Source
419.0,4.0,41904.0,Asia and the Middle East,Kuwait,KW,Saudi Telecom Company,STC,KWTKT,YES,YES,YES,stc_kuwait,STC,system
419.0,2.0,41902.0,Asia and the Middle East,Kuwait,KW,Zain Kuwait,zain KW,KWTMT,YES,YES,YES,zain_kw_kuwait,zain KW,system
419.0,3.0,41903.0,Asia and the Middle East,Kuwait,KW,National Mobile Telecommunications,K.S.C Ooredoo,KWTNM,YES,YES,YES,k.s.c_ooredoo_kuwait,K.S.C Ooredoo,system
457.0,3.0,45703.0,Asia and the Middle East,Laos,LA,"Star Telecom Co., Ltd",Unitel,LAOAS,YES,YES,YES,unitel_laos,Unitel,system
457.0,2.0,45702.0,Asia and the Middle East,Laos,LA,Enterprise of Telecommunications Lao,ETL,LAOET,YES,YES,,etl_laos,ETL,system
457.0,1.0,45701.0,Asia and the Middle East,Laos,LA,Lao Telecom,LaoTel,LAOTC,YES,YES,YES,laotel_laos,LaoTel,system
457.0,8.0,45708.0,Asia and the Middle East,Laos,LA,VimpelCom Lao Ltd,Beeline,LAOTL,YES,YES,,beeline_laos,Beeline,system
415.0,1.0,41501.0,Asia and the Middle East,Lebanon,LB,MIC 1,Alfa,LBNFL,YES,YES,YES,alfa_lebanon,Alfa,system
415.0,3.0,41503.0,Asia and the Middle East,Lebanon,LB,MIC 2,Touch,LBNLC,YES,YES,YES,touch_lebanon,Touch,system
618.0,7.0,61807,,Liberia,,,Orange (Cellcom) Liberia ,LBR07,YES,YES,YES,orange_(cellcom)_liberia__liberia,Orange (Cellcom) Liberia ,system
618.0,1.0,61801,,Liberia,,,Lonestar Communications Corporation,LBRLC,YES,YES,0,lonestar_communications_corporation_liberia,Lonestar Communications Corporation,system
606.0,1.0,60601.0,Africa,Libya,LY,Al-Madar Al-Jadeed,Madar,LBY01,YES,YES,YES,madar_libya,Madar,system
606.0,0.0,60600,,Libya,,,Libyana,LBYLM,YES,YES,0,libyana_libya,Libyana,system
358.0,110.0,358110.0,North America and the Caribbean,Saint Lucia,LC,Cable &  Wireless,FLOW,LCACW,YES,,YES,flow_saint_lucia,FLOW,system
295.0,5.0,29505.0,Europe,Liechtenstein,LI,Telecom Liechtenstein AG,FL1,LIEMK,YES,YES,YES,fl1_liechtenstein,FL1,system
295.0,77.0,29577.0,Europe,Liechtenstein,LI,Alpcom AG,Alpmobil,LIETG,YES,,,alpmobil_liechtenstein,Alpmobil,system
295.0,2.0,29502.0,Europe,Liechtenstein,LI,Salt Liechtenstein AG,7acht,LIEVE,YES,YES,YES,7acht_liechtenstein,7acht,system
413.0,1.0,41301.0,Asia and the Middle East,Sri Lanka,LK,Mobitel (Pvt) Ltd,Mobitel,LKA71,YES,YES,YES,mobitel_sri_lanka,Mobitel,system
413.0,3.0,41303.0,Asia and the Middle East,Sri Lanka,LK,Etisalat Lanka (Pvt) Ltd,Etisalat,LKACT,YES,YES,,etisalat_sri_lanka,Etisalat,system
413.0,2.0,41302.0,Asia and the Middle East,Sri Lanka,LK,Dialog Axiata PLC,Dialog,LKADG,YES,YES,YES,dialog_sri_lanka,Dialog,system
413.0,8.0,41308.0,Asia and the Middle East,Sri Lanka,LK,Hutchison Telecommunications Lanka (Pvt) Ltd,Hutch,LKAHT,YES,YES,YES,hutch_sri_lanka,Hutch,system
651.0,2.0,65102.0,Africa,Lesotho,LS,Econet Ezi-cel,Econet Telecom,LSOET,YES,YES,YES,econet_telecom_lesotho,Econet Telecom,system
651.0,1.0,65101.0,Africa,Lesotho,LS,Vodacom Lesotho (Pty) Ltd,Vodacom,LSOVL,YES,YES,YES,vodacom_lesotho,Vodacom,system
246.0,3.0,24603.0,Europe,Lithuania,LT,"UAB Tele2 (Tele2 AB, Sweden)",Tele2,LTU03,YES,YES,YES,tele2_lithuania,Tele2,system
246.0,2.0,24602.0,Europe,Lithuania,LT,UAB Bitė Lietuva,BITĖ,LTUMT,YES,YES,YES,bitė_lithuania,BITĖ,system
246.0,1.0,24601.0,Europe,Lithuania,LT,Telia Lietuva,Telia,LTUOM,YES,YES,YES,telia_lithuania,Telia,system
270.0,1.0,27001.0,Europe,Luxembourg,LU,POST Luxembourg,POST,LUXPT,YES,YES,YES,post_luxembourg,POST,system
270.0,77.0,27077.0,Europe,Luxembourg,LU,Tango SA,Tango,LUXTG,YES,YES,YES,tango_luxembourg,Tango,system
270.0,99.0,27099.0,Europe,Luxembourg,LU,Orange S.A.,Orange,LUXVM,YES,YES,YES,orange_luxembourg,Orange,system
247.0,2.0,24702.0,Europe,Latvia,LV,Tele2,Tele2,LVABC,YES,YES,YES,tele2_latvia,Tele2,system
247.0,5.0,24705,,Latvia,,,SIA Bite Mobile,LVABT,YES,YES,YES,sia_bite_mobile_latvia,SIA Bite Mobile,system
247.0,1.0,24701.0,Europe,Latvia,LV,Latvian Mobile Telephone,LMT,LVALM,YES,YES,YES,lmt_latvia,LMT,system
455.0,1.0,45501.0,Asia and the Middle East,Macau (China),MO,"Companhia de Telecomunicações de Macau, S.A.R.L.",CTM,MACCT,,,YES,ctm_macau_(china),CTM,system
455.0,3.0,45503.0,Asia and the Middle East,Macau (China),MO,"Hutchison Telephone (Macau), Limitada",3,MACHT,YES,,,3_macau_(china),3,system
455.0,0.0,45500.0,Asia and the Middle East,Macau (China),MO,"Smartone – Comunicações Móveis, S.A.",SmarTone,MACSM,,YES,YES,smartone_macau_(china),SmarTone,system
604.0,1.0,60401.0,Africa,Morocco,MA,Ittissalat Al-Maghrib (Maroc Telecom),IAM,MARM1,YES,YES,YES,iam_morocco,IAM,system
604.0,2.0,60402.0,Africa,Morocco,MA,Wana Corporate,INWI,MARM3,YES,,,inwi_morocco,INWI,system
604.0,0.0,60400.0,Africa,Morocco,MA,Médi Télécom,Orange Morocco,MARMT,YES,YES,YES,orange_morocco_morocco,Orange Morocco,system
212.0,10.0,21210.0,Europe,Monaco,MC,Monaco Telecom,Office des Telephones,MCOM2,YES,YES,YES,office_des_telephones_monaco,Office des Telephones,system
259.0,2.0,25902.0,Europe,Moldova,MD,,Moldcell,MDAMC,YES,YES,YES,moldcell_moldova,Moldcell,system
259.0,5.0,25905,,Moldova,,,Moldetelecom,MDAUN,YES,YES,YES,moldetelecom_moldova,Moldetelecom,system
259.0,1.0,25901.0,Europe,Moldova,MD,Orange Moldova,Orange,MDAVX,YES,YES,YES,orange_moldova,Orange,system
646.0,2.0,64602,,Madagascar,,,Orange,MDGAN,YES,YES,YES,orange_madagascar,Orange,system
646.0,1.0,64601.0,Africa,Madagascar,MG,Bharti Airtel,Airtel,MDGCO,YES,YES,YES,airtel_madagascar,Airtel,system
646.0,4.0,64604.0,Africa,Madagascar,MG,Telma Mobile S.A.,Telma,MDGTM,YES,YES,YES,telma_madagascar,Telma,system
472.0,1.0,47201.0,Asia and the Middle East,Maldives,MV,Dhivehi Raajjeyge Gulhun,Dhiraagu,MDV01,YES,YES,YES,dhiraagu_maldives,Dhiraagu,system
472.0,2.0,47202.0,Asia and the Middle East,Maldives,MV,Wataniya Telecom Maldives,Ooredoo,MDVWM,YES,YES,YES,ooredoo_maldives,Ooredoo,system
334.0,140.0,334140.0,North America and the Caribbean,Mexico,MX,Altán Redes S.A.P.I. de C.V.,Altan Redes,MEXAL,,,YES,altan_redes_mexico,Altan Redes,system
334.0,50.0,334050.0,North America and the Caribbean,Mexico,MX,AT&T Mexico,AT&T / Unefon,MEXIU,YES,YES,YES,at&t_/_unefon_mexico,AT&T / Unefon,system
334.0,30.0,33430,,Mexico,,,Pegaso (Movistar) Mexico,MEXMS,YES,YES,YES,pegaso_(movistar)_mexico_mexico,Pegaso (Movistar) Mexico,system
334.0,90.0,334090.0,North America and the Caribbean,Mexico,MX,AT&T Mexico,AT&T,MEXN3,,YES,YES,at&t_mexico,AT&T,system
334.0,20.0,334020.0,North America and the Caribbean,Mexico,MX,América Móvil,Telcel,MEXTL,YES,YES,YES,telcel_mexico,Telcel,system
294.0,1.0,29401,,Macedonia  ,,,Makedonski Telekom (T-Mobile),MKDMM,YES,YES,0,makedonski_telekom_(t-mobile)_macedonia__,Makedonski Telekom (T-Mobile),system
294.0,3.0,29403.0,Europe,North Macedonia,MK,ONE.VIP DOO,vip,MKDNO,YES,YES,YES,vip_north_macedonia,vip,system
610.0,1.0,61001,,Mali,,,MOOV Malitel,MLI01,YES,Arrêté,YES,moov_malitel_mali,MOOV Malitel,system
610.0,2.0,61002.0,Africa,Mali,ML,Orange Mali SA,Orange,MLI02,YES,YES,YES,orange_mali,Orange,system
278.0,21.0,27821.0,Europe,Malta,MT,Mobile Communications Limited,GO,MLTGO,YES,YES,YES,go_malta,GO,system
901.0,19.0,90119.0,Worldwide,Worldwide,XX,Vodafone Malta Maritime,Vodafone Malta Maritime,MLTMA,YES,YES,,vodafone_malta_maritime_worldwide,Vodafone Malta Maritime,system
278.0,77.0,27877,,Malta,,,Melita Mobile LTD,MLTMM,YES,YES,YES,melita_mobile_ltd_malta,Melita Mobile LTD,system
278.0,1.0,27801.0,Europe,Malta,MT,Vodafone Malta,Vodafone,MLTTL,YES,YES,YES,vodafone_malta,Vodafone,system
414.0,5.0,41405.0,Asia and the Middle East,Myanmar,MM,Ooredoo Myanmar,Ooredoo,MMROM,,YES,YES,ooredoo_myanmar,Ooredoo,system
414.0,1.0,41401.0,Asia and the Middle East,Myanmar,MM,Myanmar Posts and Telecommunications,MPT,MMRPT,YES,YES,YES,mpt_myanmar,MPT,system
414.0,6.0,41406.0,Asia and the Middle East,Myanmar,MM,Telenor Myanmar,Telenor,MMRTN,YES,YES,YES,telenor_myanmar,Telenor,system
297.0,3.0,29703.0,Europe,Montenegro,ME,MTEL CG,m:tel CG,MNEMT,YES,YES,,m:tel_cg_montenegro,m:tel CG,system
297.0,1.0,29701.0,Europe,Montenegro,ME,Telenor Montenegro,Telenor,MNEPM,YES,YES,YES,telenor_montenegro,Telenor,system
297.0,2.0,29702,,Montenegro,,,Crnogorski Telekom a.d. Podgorica ,MNETM,YES,YES,0,crnogorski_telekom_a.d._podgorica__montenegro,Crnogorski Telekom a.d. Podgorica ,system
428.0,99.0,42899.0,Asia and the Middle East,Mongolia,MN,Mobicom Corporation,Mobicom,MNGMC,YES,YES,YES,mobicom_mongolia,Mobicom,system
428.0,88.0,42888.0,Asia and the Middle East,Mongolia,MN,Unitel LLC,Unitel,MNGMN,YES,YES,YES,unitel_mongolia,Unitel,system
643.0,1.0,64301.0,Africa,Mozambique,MZ,Mocambique Celular S.A.,mCel,MOZ01,YES,YES,,mcel_mozambique,mCel,system
643.0,4.0,64304.0,Africa,Mozambique,MZ,"Vodacom Mozambique, S.A.",Vodacom,MOZVC,YES,YES,YES,vodacom_mozambique,Vodacom,system
643.0,3.0,64303.0,Africa,Mozambique,MZ,"Movitel, SA",Movitel,MOZVG,YES,YES,YES,movitel_mozambique,Movitel,system
609.0,1.0,60901.0,Africa,Mauritania,MR,Mattel,Mattel,MRTMT,YES,,,mattel_mauritania,Mattel,system
354.0,860.0,354860.0,North America and the Caribbean,Montserrat (UK),MS,Cable & Wireless,FLOW,MSRCW,YES,,,flow_montserrat_(uk),FLOW,system
617.0,1.0,61701.0,Africa,Mauritius,MU,Cellplus Mobile Communications Ltd.,my.t,MUSCP,YES,YES,YES,my.t_mauritius,my.t,system
617.0,10.0,61710.0,Africa,Mauritius,MU,Emtel Ltd.,Emtel,MUSEM,YES,YES,YES,emtel_mauritius,Emtel,system
617.0,3.0,61703.0,Africa,Mauritius,MU,Mahanagar Telephone Mauritius Limited (MTML),CHILI,MUSMT,YES,YES,YES,chili_mauritius,CHILI,system
650.0,1.0,65001.0,Africa,Malawi,MW,Telecom Network Malawi,TNM,MWICP,YES,YES,YES,tnm_malawi,TNM,system
650.0,10.0,65010.0,Africa,Malawi,MW,Airtel Malawi Limited,Airtel,MWICT,YES,YES,YES,airtel_malawi,Airtel,system
502.0,12.0,50212.0,Oceania,Malaysia,MY,Maxis Communications Berhad,Maxis,MYSBC,YES,YES,YES,maxis_malaysia,Maxis,system
502.0,19.0,50219.0,Oceania,Malaysia,MY,Celcom Axiata Berhad,Celcom,MYSCC,YES,YES,YES,celcom_malaysia,Celcom,system
502.0,18.0,50218.0,Oceania,Malaysia,MY,U Mobile Sdn Bhd,U Mobile,MYSMI,,YES,YES,u_mobile_malaysia,U Mobile,system
502.0,13.0,50213.0,Oceania,Malaysia,MY,Celcom Axiata Berhad,Celcom,MYSMR,YES,YES,YES,celcom_malaysia,Celcom,system
502.0,16.0,50216.0,Oceania,Malaysia,MY,DiGi Telecommunications,DiGi,MYSMT,YES,YES,YES,digi_malaysia,DiGi,system
649.0,1.0,64901.0,Africa,Namibia,,MTC Namibia,MTC,NAM01,YES,YES,YES,mtc_namibia,MTC,system
649.0,3.0,64903.0,Africa,Namibia,,Telecom Namibia,TN Mobile,NAM03,YES,YES,YES,tn_mobile_namibia,TN Mobile,system
546.0,1.0,54601.0,Oceania,New Caledonia (France),NC,OPT New Caledonia,Mobilis,NCLPT,YES,YES,YES,mobilis_new_caledonia_(france),Mobilis,system
614.0,2.0,61402.0,Africa,Niger,NE,Bharti Airtel Limited,Airtel,NERCT,YES,,YES,airtel_niger,Airtel,system
614.0,4.0,61404.0,Africa,Niger,NE,Orange Niger,Orange,NEROR,YES,,,orange_niger,Orange,system
614.0,3.0,61403,,Niger,,,Telecel Niger ,NERTL,YES,YES,0,telecel_niger__niger,Telecel Niger ,system
621.0,60.0,62160.0,Africa,Nigeria,NG,Emerging Markets Telecommunication Services Ltd.,9mobile,NGAEM,YES,YES,YES,9mobile_nigeria,9mobile,system
621.0,20.0,62120.0,Africa,Nigeria,NG,Bharti Airtel Limited,Airtel,NGAET,YES,YES,YES,airtel_nigeria,Airtel,system
621.0,50.0,62150.0,Africa,Nigeria,NG,Globacom Ltd,Glo,NGAGM,YES,YES,YES,glo_nigeria,Glo,system
621.0,30.0,62130.0,Africa,Nigeria,NG,MTN Nigeria Communications Limited,MTN,NGAMN,YES,YES,YES,mtn_nigeria,MTN,system
621.0,40.0,62140.0,Africa,Nigeria,NG,Nigerian Mobile Telecommunications Limited,Ntel,NGANT,,,YES,ntel_nigeria,Ntel,system
710.0,21.0,71021.0,South and Central America,Nicaragua,NI,"Empresa Nicaragüense de Telecomunicaciones, S.A. (ENITEL) (América Móvil)",Claro,NICEN,YES,YES,YES,claro_nicaragua,Claro,system
710.0,73.0,71073.0,South and Central America,Nicaragua,NI,Servicios de Comunicaciones S.A.,Claro,NICSC,YES,YES,,claro_nicaragua,Claro,system
204.0,20.0,20420.0,Europe,Netherlands,NL,Odido,Odido,NLDDT,YES,YES,YES,odido_netherlands,Odido,system
204.0,4.0,20404.0,Europe,Netherlands,NL,Vodafone Libertel B.V.,Vodafone,NLDLT,YES,,YES,vodafone_netherlands,Vodafone,system
204.0,16.0,20416.0,Europe,Netherlands,NL,Odido,Odido,NLDPN,YES,YES,YES,odido_netherlands,Odido,system
204.0,8.0,20408.0,Europe,Netherlands,NL,KPN Mobile The Netherlands B.V.,KPN,NLDPT,YES,YES,YES,kpn_netherlands,KPN,system
901.0,14.0,90114.0,Worldwide,Worldwide,XX,AeroMobile AS,AeroMobile,NORAM,YES,,,aeromobile_worldwide,AeroMobile,system
901.0,12.0,90112.0,Worldwide,Worldwide,XX,Telenor Maritime AS,Telenor,NORMC,YES,,YES,telenor_worldwide,Telenor,system
242.0,2.0,24202,,Norway,,,Netcom Norway,NORNC,YES,Arrêté,YES,netcom_norway_norway,Netcom Norway,system
242.0,5.0,24205.0,Europe,Norway,NO,Telia Norge AS,Telia,NORNN,YES,YES,,telia_norway,Telia,system
242.0,1.0,24201.0,Europe,Norway,NO,Telenor Norge AS,Telenor,NORTM,YES,YES,YES,telenor_norway,Telenor,system
429.0,2.0,42902.0,Asia and the Middle East,Nepal,NP,Ncell Pvt. Ltd.,Ncell,NPLM2,YES,YES,YES,ncell_nepal,Ncell,system
429.0,1.0,42901.0,Asia and the Middle East,Nepal,NP,Nepal Telecom (NDCL),Namaste / NT Mobile / Sky Phone,NPLNM,YES,YES,YES,namaste_/_nt_mobile_/_sky_phone_nepal,Namaste / NT Mobile / Sky Phone,system
530.0,1.0,53001.0,Oceania,New Zealand,NZ,Vodafone New Zealand,Vodafone,NZLBS,YES,YES,YES,vodafone_new_zealand,Vodafone,system
530.0,24.0,53024.0,Oceania,New Zealand,NZ,2degrees,2degrees,NZLNH,,YES,YES,2degrees_new_zealand,2degrees,system
530.0,5.0,53005.0,Oceania,New Zealand,NZ,Spark New Zealand,Spark,NZLTM,,YES,YES,spark_new_zealand,Spark,system
422.0,2.0,42202.0,Asia and the Middle East,Oman,OM,Oman Telecommunications Company,Omantel,OMNGT,YES,YES,YES,omantel_oman,Omantel,system
422.0,3.0,42203.0,Asia and the Middle East,Oman,OM,Omani Qatari Telecommunications Company SAOC,ooredoo,OMNNT,YES,YES,YES,ooredoo_oman,ooredoo,system
410.0,1.0,41001.0,Asia and the Middle East,Pakistan,PK,Mobilink-PMCL,Jazz,PAKMK,YES,YES,YES,jazz_pakistan,Jazz,system
410.0,4.0,41004,,Pakistan,,,CMPak Limited,PAKPL,YES,YES,YES,cmpak_limited_pakistan,CMPak Limited,system
410.0,6.0,41006.0,Asia and the Middle East,Pakistan,PK,Telenor Pakistan,Telenor,PAKTP,YES,YES,YES,telenor_pakistan,Telenor,system
410.0,3.0,41003.0,Asia and the Middle East,Pakistan,PK,Pakistan Telecommunication Mobile Ltd,Ufone,PAKUF,YES,YES,YES,ufone_pakistan,Ufone,system
410.0,7.0,41007.0,Asia and the Middle East,Pakistan,PK,WaridTel,Jazz,PAKWA,YES,YES,YES,jazz_pakistan,Jazz,system
714.0,3.0,71403.0,South and Central America,Panama,PA,América Móvil,Claro,PANCL,YES,YES,YES,claro_panama,Claro,system
714.0,1.0,71401.0,South and Central America,Panama,PA,Cable & Wireless Panama S.A.,Cable & Wireless,PANCW,YES,YES,YES,cable_&_wireless_panama,Cable & Wireless,system
714.0,4.0,71404.0,South and Central America,Panama,PA,Digicel Group,Digicel,PANDC,YES,YES,YES,digicel_panama,Digicel,system
714.0,20.0,714020.0,South and Central America,Panama,PA,Telefónica Móviles de Panama S.A,movistar,PANMS,YES,,YES,movistar_panama,movistar,system
716.0,6.0,71606.0,South and Central America,Peru,PE,Telefónica del Perú S.A.A.,Movistar,PERMO,YES,YES,YES,movistar_peru,Movistar,system
716.0,17.0,71617,,Peru,,,Entel Perú S.A.,PERN3,YES,YES,YES,entel_perú_s.a._peru,Entel Perú S.A.,system
716.0,10.0,71610.0,South and Central America,Peru,PE,América Móvil Perú,Claro,PERTM,YES,YES,YES,claro_peru,Claro,system
716.0,15.0,71615.0,South and Central America,Peru,PE,Viettel Peru S.A.C.,Bitel,PERVG,YES,YES,YES,bitel_peru,Bitel,system
515.0,5.0,51505.0,Oceania,Philippines,PH,Digital Telecommunications Philippines,Sun Cellular,PHLDG,YES,YES,,sun_cellular_philippines,Sun Cellular,system
515.0,2.0,51502.0,Oceania,Philippines,PH,Globe Telecom,Globe,PHLGT,YES,YES,YES,globe_philippines,Globe,system
515.0,3.0,51503.0,Oceania,Philippines,PH,PLDT via Smart Communications,SMART,PHLSR,YES,YES,YES,smart_philippines,SMART,system
537.0,3.0,53703.0,Oceania,Papua New Guinea,PG,Digicel PNG,Digicel,PNGDP,YES,YES,YES,digicel_papua_new_guinea,Digicel,system
537.0,1.0,53701.0,Oceania,Papua New Guinea,PG,Bemobile Limited,bmobile,PNGPM,YES,YES,,bmobile_papua_new_guinea,bmobile,system
260.0,2.0,26002.0,Europe,Poland,PL,T-Mobile Polska S.A.,T-Mobile,POL02,YES,YES,YES,t-mobile_poland,T-Mobile,system
260.0,3.0,26003.0,Europe,Poland,PL,Polska Telefonia Komórkowa Centertel Sp. z o.o.,Orange,POL03,YES,YES,YES,orange_poland,Orange,system
260.0,1.0,26001.0,Europe,Poland,PL,Polkomtel Sp. z o.o.,Plus,POLKM,YES,YES,YES,plus_poland,Plus,system
260.0,6.0,26006.0,Europe,Poland,PL,P4 Sp. z o.o.,Play,POLP4,YES,YES,YES,play_poland,Play,system
330.0,110.0,330110.0,North America and the Caribbean,Puerto Rico,PR,América Móvil,Claro Puerto Rico,PRICL,YES,YES,YES,claro_puerto_rico_puerto_rico,Claro Puerto Rico,system
268.0,3.0,26803.0,Europe,Portugal,PT,NOS Comunicações,NOS,PRTOP,YES,YES,YES,nos_portugal,NOS,system
268.0,1.0,26801.0,Europe,Portugal,PT,Vodafone Portugal,Vodafone,PRTTL,YES,YES,YES,vodafone_portugal,Vodafone,system
268.0,6.0,26806.0,Europe,Portugal,PT,Telecomunicações Móveis Nacionais,MEO,PRTTM,YES,YES,YES,meo_portugal,MEO,system
744.0,2.0,74402.0,South and Central America,Paraguay,PY,AMX Paraguay S.A.,Claro,PRYHT,YES,YES,YES,claro_paraguay,Claro,system
744.0,5.0,74405.0,South and Central America,Paraguay,PY,Núcleo S.A. (TIM),Personal,PRYNP,YES,YES,YES,personal_paraguay,Personal,system
744.0,4.0,74404.0,South and Central America,Paraguay,PY,Telefónica Celular Del Paraguay S.A. (Telecel),Tigo,PRYTC,YES,YES,YES,tigo_paraguay,Tigo,system
744.0,1.0,74401.0,South and Central America,Paraguay,PY,Hola Paraguay S.A.,VOX,PRYVX,YES,YES,YES,vox_paraguay,VOX,system
425.0,5.0,42505.0,Asia and the Middle East,Israel,IL,Palestine Cellular Communications Ltd.,Jawwal,PSEJE,YES,,,jawwal_israel,Jawwal,system
425.0,5.0,42505.0,Asia and the Middle East,Palestine,PS,"Palestine Cellular Communications, Ltd.",Jawwal,PSEJE,YES,,,jawwal_palestine,Jawwal,system
547.0,15.0,54715,,French Polynesia,,,Pacific Mobile Telecom,PYFVF,YES,YES,YES,pacific_mobile_telecom_french_polynesia,Pacific Mobile Telecom,system
427.0,2.0,42702.0,Asia and the Middle East,Qatar,QA,Vodafone Qatar,Vodafone,QATB1,YES,YES,YES,vodafone_qatar,Vodafone,system
427.0,1.0,42701.0,Asia and the Middle East,Qatar,QA,ooredoo,ooredoo,QATQT,YES,YES,YES,ooredoo_qatar,ooredoo,system
226.0,5.0,22605,,Romania,,,DIGI,ROM05,YES,YES,0,digi_romania,DIGI,system
226.0,3.0,22603.0,Europe,Romania,RO,Telekom Romania,Telekom,ROMCS,YES,,YES,telekom_romania,Telekom,system
226.0,1.0,22601.0,Europe,Romania,RO,Vodafone România,Vodafone,ROMMF,YES,YES,YES,vodafone_romania,Vodafone,system
226.0,10.0,22610.0,Europe,Romania,RO,Orange România,Orange,ROMMR,YES,YES,YES,orange_romania,Orange,system
250.0,1.0,25001.0,Europe,Russian Federation,RU,Mobile TeleSystems,MTS,RUS01,YES,YES,YES,mts_russian_federation,MTS,system
250.0,27.0,25027,,Russia,,,Tvoi Mobil'nye Tekhnologii LLC (TMT) Russia,RUS27,YES,Arrêté,YES,tvoi_mobil'nye_tekhnologii_llc_(tmt)_russia_russia,Tvoi Mobil'nye Tekhnologii LLC (TMT) Russia,system
250.0,99.0,25099.0,Europe,Russian Federation,RU,OJSC Vimpel-Communications,Beeline,RUSBD,YES,YES,YES,beeline_russian_federation,Beeline,system
250.0,35.0,25035.0,Europe,Russian Federation,RU,EKATERINBURG-2000,MOTIV,RUSEC,YES,,YES,motiv_russian_federation,MOTIV,system
250.0,2.0,25002.0,Europe,Russian Federation,RU,MegaFon PJSC,MegaFon,RUSNW,YES,YES,YES,megafon_russian_federation,MegaFon,system
250.0,20.0,25020.0,Europe,Russian Federation,RU,Tele2,Tele2,RUST2,YES,YES,YES,tele2_russian_federation,Tele2,system
635.0,14.0,63514.0,Africa,Rwanda,RW,Airtel RWANDA,Airtel,RWAAR,YES,YES,,airtel_rwanda,Airtel,system
635.0,10.0,63510.0,Africa,Rwanda,RW,MTN Rwandacell SARL,MTN,RWAMN,YES,YES,,mtn_rwanda,MTN,system
635.0,13.0,63513.0,Africa,Rwanda,RW,Airtel RWANDA,Airtel,RWATG,YES,YES,,airtel_rwanda,Airtel,system
420.0,1.0,42001.0,Asia and the Middle East,Saudi Arabia,SA,Saudi Telecom Company,Al Jawal (STC ),SAUAJ,YES,YES,YES,al_jawal_(stc_)_saudi_arabia,Al Jawal (STC ),system
420.0,3.0,42003.0,Asia and the Middle East,Saudi Arabia,SA,Etihad Etisalat Company,Mobily,SAUET,YES,YES,YES,mobily_saudi_arabia,Mobily,system
420.0,4.0,42004.0,Asia and the Middle East,Saudi Arabia,SA,Zain Saudi Arabia,Zain SA,SAUZN,YES,YES,YES,zain_sa_saudi_arabia,Zain SA,system
634.0,2.0,63402.0,Africa,Sudan,SD,MTN Sudan,MTN,SDNBT,YES,YES,,mtn_sudan,MTN,system
608.0,1.0,60801,,Senegal,,,Orange Senegal,SENAZ,YES,YES,YES,orange_senegal_senegal,Orange Senegal,system
608.0,3.0,60803.0,Africa,Senegal,SN,Sudatel,Expresso,SENEX,YES,YES,,expresso_senegal,Expresso,system
608.0,2.0,60802.0,Africa,Senegal,SN,Millicom International Cellular S.A.,Tigo,SENSG,YES,YES,YES,tigo_senegal,Tigo,system
525.0,3.0,52503.0,Oceania,Singapore,SG,M1 Limited,M1,SGPM1,,YES,YES,m1_singapore,M1,system
525.0,2.0,52502.0,Oceania,Singapore,SG,Singapore Telecom,SingTel-G18,SGPML,YES,,,singtel-g18_singapore,SingTel-G18,system
525.0,5.0,52505.0,Oceania,Singapore,SG,StarHub Mobile,StarHub,SGPSH,,YES,YES,starhub_singapore,StarHub,system
525.0,1.0,52501.0,Oceania,Singapore,SG,Singapore Telecom,SingTel,SGPST,,YES,YES,singtel_singapore,SingTel,system
619.0,5.0,61905.0,Africa,Sierra Leone,SL,Lintel Sierra Leone Limited,Africell,SLEAC,YES,,,africell_sierra_leone,Africell,system
619.0,1.0,61901.0,Africa,Sierra Leone,SL,Orange SL Limited,Orange,SLECT,YES,YES,YES,orange_sierra_leone,Orange,system
706.0,2.0,70602.0,South and Central America,El Salvador,SV,"Digicel, S.A. de C.V.",Digicel,SLVDC,YES,YES,,digicel_el_salvador,Digicel,system
706.0,3.0,70603.0,South and Central America,El Salvador,SV,Telemovil El Salvador S.A.,Tigo,SLVTM,YES,YES,YES,tigo_el_salvador,Tigo,system
706.0,1.0,70601.0,South and Central America,El Salvador,SV,"CTE Telecom Personal, S.A. de C.V.",Claro,SLVTP,YES,YES,,claro_el_salvador,Claro,system
706.0,4.0,70604.0,South and Central America,El Salvador,SV,Telefónica Móviles El Salvador,movistar,SLVTS,YES,YES,YES,movistar_el_salvador,movistar,system
637.0,1.0,63701.0,Africa,Somalia,SO,Telesom,Telesom,SOM01,YES,YES,YES,telesom_somalia,Telesom,system
220.0,5.0,22005.0,Europe,Serbia,RS,VIP Mobile,VIP,SRBNO,YES,YES,YES,vip_serbia,VIP,system
659.0,2.0,65902.0,Africa,South Sudan,SS,MTN South Sudan,MTN,SSDMN,YES,YES,,mtn_south_sudan,MTN,system
659.0,6.0,65906.0,Africa,South Sudan,SS,Zain South Sudan,Zain,SSDZS,YES,,,zain_south_sudan,Zain,system
626.0,1.0,62601.0,Africa,Sao Tome and Principe,ST,Companhia Santomese de Telecomunicaçôe,CSTmovel,STPST,YES,YES,,cstmovel_sao_tome_and_principe,CSTmovel,system
634.0,1.0,63401.0,Africa,Sudan,SD,Zain Group - Sudan,Zain SD,SUDMO,YES,YES,YES,zain_sd_sudan,Zain SD,system
746.0,3.0,74603.0,South and Central America,Suriname,SR,Digicel Group Limited,Digicel,SURDC,YES,YES,,digicel_suriname,Digicel,system
