NetworkId,NetworkName,Rate,Routage,Source
telenor_sweden,Telenor,0+,Bilateral,system
3_sweden,3,90,Bilateral,system
tele2_sweden,Tele2,10,Bilateral,system
tele2_sweden_sweden,Tele2 Sweden,10,Bilateral,system
telenor_sweden_sweden,Telenor Sweden,0+,Bilateral,system
telia_sweden,Telia,0,Bilateral,system
swazi_mtn_swaziland,Swazi MTN,,,system
airtel_seychelles,Airtel,,,system
cable_&_wireless_seychelles,Cable & Wireless,,,system
mtn_syria,MTN,,,system
flow_turks_and_caicos_islands,FLOW,,,system
airtel_chad,Airtel,,,system
tigo_chad,Tigo,,,system
togo_cell_togo,Togo Cell,,,system
moov_togo,Moov,,,system
truemove_h_thailand,TrueMove H,HLR BARRING,Bilateral,system
truemove_thailand,TrueMove,HLR BARRING,Bilateral,system
truemove_h_/_my_by_cat_thailand,TrueMove H / my by CAT,HLR BARRING,Bilateral,system
dtac_trinet_/_line_thailand,dtac TriNet / LINE,100,Comfone,system
ais_thailand,AIS,HLR BARRING,Comfone,system
dtac_thailand,dtac,,,system
zet-mobile_tajikistan,ZET-Mobile,,,system
telemor_east_timor,Telemor,,,system
digicel_tonga,Digicel,,,system
digicel_trinidad_and_tobago,Digicel,,,system
orange_tunisia,Orange,,,system
ooredoo_tn_tunisia,OOREDOO TN,,,system
tunicell_tunisia,Tunicell,,,system
aycell_turkey,Aycell,,,system
türk_telekom_turkey,Türk Telekom,10,Bilateral,system
turkcell_turkey,Turkcell,50,Bilateral,system
vodafone_turkey,Vodafone,40,Orange Hub,system
fareastone_taiwan,FarEasTone,,,system
chunghwa_taiwan,Chunghwa,,,system
taiwan_mobile_taiwan,Taiwan Mobile,,,system
t_star_taiwan,T Star,,,system
airtel_tanzania,Airtel,,,system
tigo_tanzania,tiGO,0+,Comfone,system
vodacom_tanzania,Vodacom,100,Orange Hub,system
halotel_tanzania,Halotel,HLR BARRING,Comfone,system
smart_tanzania,Smart,,,system
zantel_tanzania,Zantel,0+,Orange Hub,system
airtel_uganda,Airtel,,,system
mtn_uganda,MTN,,,system
africell_uganda,Africell,,,system
smart_uganda,Smart,,,system
uganda_telecom_uganda,Uganda Telecom,,,system
airtel_uganda,Airtel,,,system
lifecell_ukraine,lifecell,,,system
kyivstar_ukraine,Kyivstar,,,system
kyivstar_ukraine,Kyivstar,,,system
vodafone_ukraine,Vodafone,,,system
3mob;_lycamobile_ukraine,3Mob; Lycamobile,,,system
claro_uruguay,Claro,,,system
movistar_uruguay,Movistar,,,system
cincinnati_bell_united_states_of_america,Cincinnati Bell,,,system
choice_wireless_united_states_of_america,Choice Wireless,HLR BARRING,Comfone,system
at&t_united_states_of_america,AT&T,0+,Bilateral,system
viaero_united_states_of_america,Viaero,,,system
choice_wireless_united_states_of_america,Choice Wireless,,,system
limitless_mobile_united_states_of_america,Limitless Mobile,,,system
gci_wireless_united_states_of_america,GCI Wireless,,,system
it&e_wireless_northern_mariana_islands_(usa),IT&E Wireless,,,system
it&e_wireless_united_states_of_america,IT&E Wireless,,,system
indigo_wireless_united_states_of_america,Indigo Wireless,,,system
newcore_wireless__usa,NewCore Wireless ,HLR BARRING,Comfone,system
tampnet_united_states_of_america,Tampnet,,,system
t-mobile_usa_usa,T-Mobile USA,100,Bilateral,system
sprint_united_states_of_america,Sprint,,,system
u.s._cellular_united_states_of_america,U.S. Cellular,,,system
union_wireless_united_states_of_america,Union Wireless,HLR BARRING,Comfone,system
verizon_united_states_of_america,Verizon,,,system
t-mobile_united_states_of_america,T-Mobile,,,system
ucell_uzbekistan,Ucell,,,system
beeline_uzbekistan,Beeline,,,system
flow_saint_vincent_and_the_grenadines,FLOW,,,system
movistar_venezuela,movistar,,,system
cct_boatphone_british_virgin_islands_(uk),CCT Boatphone,,,system
flow_british_virgin_islands_(uk),FLOW,,,system
digicel_british_virgin_islands_(uk),Digicel,,,system
gtel_mobile_joint_stock_company_(gtel_mobile)_vietnam,GTEL Mobile Joint Stock Company (GTEL Mobile),HLR BARRING,Bilateral,system
mobifone_vietnam,MobiFone,100,Bilateral,system
vinaphone_vietnam,Vinaphone,HLR BARRING,Comfone,system
vietnamobile_vietnam,Vietnamobile,HLR BARRING,Comfone,system
viettel_mobile_vietnam,Viettel Mobile,HLR BARRING,Comfone,system
digicel_vanuatu,Digicel,,,system
sabafon_yemen,SabaFon,,,system
telenor_serbia,Telenor,10,Bilateral,system
telekom_srbija_a.d._serbia,Telekom Srbija a.d.,HLR BARRING,Bilateral,system
cell_c_south_africa,Cell C,HLR BARRING,Bilateral,system
telkom_south_africa,Telkom,,,system
mtn_south_africa,MTN,10,Orange Hub,system
telkom_south_africa__south_africa,Telkom South Africa ,0+,Comfone,system
vodacom_south_africa,Vodacom,90,Orange Hub,system
mtn_(zambia)_ltd_zambia,MTN (Zambia) Ltd,100,Orange Hub,system
airtel_zambia,Airtel,,,system
zamtel_zambia,ZAMTEL,HLR BARRING,Bilateral,system
econet_zimbabwe,Econet,,,system
telecel_zimbabwe,Telecel,,,system
orange_guinea-bissau,Orange,,,system
sanatel_iraq,SanaTel,,,system
ipse_2000_italy,IPSE 2000,,,system
kazakhtelecom_kazakhstan,Kazakhtelecom,,,system
akos_russian_federation,Akos,,,system
osnova_telecom_russian_federation,Osnova Telecom,,,system
cingular_wireless_saint_vincent_and_the_grenadines,Cingular Wireless,,,system
t-mobile_united_states_of_america,T-Mobile,,,system
sweden_sweden,SWEDEN,,,system
3g_mobile_ag_switzerland,3G Mobile AG,,,system
42_telecom_ab_sweden,42 Telecom AB,,,system
firstnet_united_states_of_america,FirstNet,,,system
firstnet_united_states_of_america,FirstNet,,,system
a-mobile_abkhazia,A-Mobile,,,system
abc_canada,ABC,,,system
ab_spectrum_llc_united_states_of_america,AB Spectrum LLC,,,system
access_malawi,Access,,,system
ail_vanuatu,AIL,,,system
adams_networks_inc_united_states_of_america,Adams Networks Inc,,,system
antel_uruguay,Antel,,,system
adif_spain,ADIF,,,system
ais_thailand,AIS,,,system
dtc_wireless_united_states_of_america,DTC Wireless,,,system
aero2_poland,Aero2,,,system
aero2_poland,Aero2,,,system
aero2_poland,Aero2,,,system
salaam_afghanistan,Salaam,,,system
salaam_afghanistan,Salaam,,,system
vodafone_uganda,Vodafone,,,system
mispot_united_states_of_america,miSpot,,,system
café_ivory_coast,café,,,system
"aire_networks_del_mediterráneo,_s.l.u._spain","Aire Networks del Mediterráneo, S.L.U.",,,system
gci_united_states_of_america,GCI,,,system
megacom_kyrgyzstan,MegaCom,,,system
algar_telecom_brazil,Algar Telecom,,,system
algar_telecom_brazil,Algar Telecom,,,system
at_algeria,AT,,,system
at_algeria,AT,,,system
telecel_mali,Telecel,,,system
altecom/fibracat_spain,Altecom/Fibracat,,,system
altel_kazakhstan,Altel,,,system
sfr_france,SFR,,,system
sfr_france,SFR,,,system
sfr_france,SFR,,,system
altice_dominican_republic,Altice,,,system
altice_dominican_republic,Altice,,,system
tm-cell_turkmenistan,TM-Cell,,,system
kiribati_-_frigate_net_kiribati,Kiribati - Frigate Net,,,system
acs_myanmar,ACS,,,system
acs_myanmar,ACS,,,system
ambit_microsystems_taiwan,Ambit Microsystems,,,system
ecotel_canada,ECOTEL,,,system
ecotel_canada,ECOTEL,,,system
astca_american_samoa_(usa),ASTCA,,,system
astca_united_states_of_america,ASTCA,,,system
claro_argentina,Claro,,,system
claro_argentina,Claro,,,system
cellone_india,cellone,,,system
vodafone_india_india,Vodafone India,,,system
cellone_india,cellone,,,system
reliance_india,Reliance,,,system
uninor_india,Uninor,,,system
idea_india,IDEA,,,system
etisalat_db(cheers)_india,Etisalat DB(cheers),,,system
anesrif_algeria,ANESRIF,,,system
apua_antigua_and_barbuda,APUA,,,system
digicel_antigua_and_barbuda,Digicel,,,system
digicel_former_netherlands_antilles,Digicel,,,system
aquafon_abkhazia,Aquafon,,,system
astac_united_states_of_america,ASTAC,,,system
argonet_austria,ArgoNET,,,system
asia_cell_iraq,Asia Cell,,,system
aptg_taiwan,APTG,,,system
reliance_india,Reliance,,,system
cellone_india,cellone,,,system
tata_docomo_india,TATA DOCOMO,,,system
vodafone_india_india,Vodafone India,,,system
videocon_datacom_india,Videocon Datacom,,,system
idea_india,IDEA,,,system
uninor_india,Uninor,,,system
s_tel_india,S Tel,,,system
com4innov_france,Com4Innov,,,system
agts_cdma_turkmenistan,AGTS CDMA,,,system
unefon_mexico,Unefon,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
at&t_united_states_of_america,AT&T,,,system
moov_niger,Moov,,,system
moov_central_african_republic,Moov,,,system
avantel_colombia,AVANTEL,,,system
robi_bangladesh,Robi,,,system
azerfon_worldwide,Azerfon,,,system
azur_central_african_republic,Azur,,,system
b-mobile_bhutan,B-Mobile,,,system
babilon-m_tajikistan,Babilon-M,,,system
babilon-t_tajikistan,Babilon-T,,,system
gsm-r_dk_denmark,GSM-R DK,,,system
ollo_bangladesh,ollo,,,system
banglalion_bangladesh,Banglalion,,,system
baykalwestcom_russian_federation,Baykalwestcom,,,system
bc_tel_mobility_(telus)_canada,BC Tel Mobility (Telus),,,system
gsm.aq_worldwide,GSM.AQ,,,system
beeline_russian_federation,Beeline,,,system
life:)_belarus,life:),,,system
diallog_belarus,DIALLOG,,,system
bbcom_benin,BBCOM,,,system
bell_canada,Bell,,,system
bell_canada,Bell,,,system
mts_canada,MTS,,,system
mts_canada,MTS,,,system
bellsouth_colombia_colombia,Bellsouth Colombia,,,system
becloud_belarus,beCloud,,,system
bendbroadband_united_states_of_america,BendBroadband,,,system
libercom_benin,Libercom,,,system
one_bermuda,One,,,system
airtel_bangladesh,Airtel,,,system
airtel_sri_lanka,Airtel,,,system
big_river_broadband_united_states_of_america,Big River Broadband,,,system
cellone_india,cellone,,,system
reliance_india,Reliance,,,system
reliance_india,Reliance,,,system
vodafone_india_india,Vodafone India,,,system
bite_latvia,Bite,,,system
maoré_mobile_french_indian_ocean_territories_(france),Maoré Mobile,,,system
blu_italy,BLU,,,system
blu_ghana,Blu,,,system
bluegrass_cellular_llc_united_states_of_america,Bluegrass Cellular LLC,,,system
bluegrass_cellular_llc_united_states_of_america,Bluegrass Cellular LLC,,,system
bluesky_american_samoa_(usa),Bluesky,,,system
bluesky_samoa,Bluesky,,,system
bluewave_communications_ltd_united_kingdom,Bluewave Communications Ltd,,,system
bluewave_communications_ltd._isle_of_man_(uk),Bluewave Communications Ltd.,,,system
bemobile_solomon_islands,BeMobile,,,system
bouygues_france,Bouygues,,,system
bouygues_france,Bouygues,,,system
eastlink_canada,EastLink,,,system
bbcp_united_states_of_america,BBCP,,,system
bt_united_kingdom,BT,,,system
bt_united_kingdom,BT,,,system
vivacom_bulgaria,Vivacom,,,system
blue_wireless_united_states_of_america,Blue Wireless,,,system
bug_tussel_wireless_united_states_of_america,Bug Tussel Wireless,,,system
bulsatcom_bulgaria,Bulsatcom,,,system
busy_ghana,busy,,,system
buztel_uzbekistan,Buztel,,,system
mid-rivers_wireless_united_states_of_america,Mid-Rivers Wireless,,,system
flow_turks_and_caicos_islands,FLOW,,,system
cfr_romania,CFR,,,system
"cambio_wifi_of_delmarva,_llc_united_states_of_america","Cambio WiFi of Delmarva, LLC",,,system
qb_cambodia,qb,,,system
camtel_cameroon,Camtel,,,system
canar_sudan,canar,,,system
capcom_nigeria,Capcom,,,system
capx_b.v._netherlands,CapX B.V.,,,system
carolina_west_wireless_united_states_of_america,Carolina West Wireless,,,system
carolina_west_wireless_united_states_of_america,Carolina West Wireless,,,system
cat_cdma_thailand,CAT CDMA,,,system
fonex_azerbaijan,FONEX,,,system
cellcom_guinea,Cellcom,,,system
pioneer_cellular_united_states_of_america,Pioneer Cellular,,,system
pioneer_cellular_united_states_of_america,Pioneer Cellular,,,system
c_spire_wireless_united_states_of_america,C Spire Wireless,,,system
tigo_honduras,Tigo,,,system
newcore_united_states_of_america,NewCore,,,system
tambov_gsm_russian_federation,Tambov GSM,,,system
challenge_networks_pty_ltd_australia,Challenge Networks Pty Ltd,,,system
ccc_event_germany,CCC Event,,,system
chariton_valley_united_states_of_america,Chariton Valley,,,system
chariton_valley_united_states_of_america,Chariton Valley,,,system
cellone_india,cellone,,,system
vodafone_india_india,Vodafone India,,,system
tata_docomo_india,TATA DOCOMO,,,system
reliance_india,Reliance,,,system
koryolink_north_korea,Koryolink,,,system
koryolink_north_korea,Koryolink,,,system
zong_pakistan,Zong,,,system
china_telecom_china,China Telecom,,,system
china_telecom_china,China Telecom,,,system
china_telecom_macau_(china),China Telecom,,,system
china_telecom_macau_(china),China Telecom,,,system
china_tietong_china,China Tietong,,,system
china_unicom_china,China Unicom,,,system
chinguitel_mauritania,Chinguitel,,,system
cbrs_united_states_of_america,CBRS,,,system
skylink_russian_federation,Skylink,,,system
"clear_stream_communications,_llc_united_states_of_america","Clear Stream Communications, LLC",,,system
cloud_9_mobile_isle_of_man_(uk),Cloud 9 Mobile,,,system
tigo_colombia,Tigo,,,system
comium_gambia,Comium,,,system
comium_sierra_leone,Comium,,,system
koz_ivory_coast,KoZ,,,system
choice_wireless_united_states_of_america,Choice Wireless,,,system
choice_wireless_united_states_of_america,Choice Wireless,,,system
commtel_ns_australia,CommTel NS,,,system
ctm_macau_(china),CTM,,,system
murcia4g_spain,Murcia4G,,,system
copaco_paraguay,Copaco,,,system
copper_valley_wireless_united_states_of_america,Copper Valley Wireless,,,system
cordova_wireless_united_states_of_america,Cordova Wireless,,,system
digitel_venezuela,Digitel,,,system
digitel_gsm_venezuela,Digitel GSM,,,system
cosmote_greece,Cosmote,,,system
coverageco_united_states_of_america,CoverageCo,,,system
bigfoot_cellular_united_states_of_america,Bigfoot Cellular,,,system
bravado_wireless_united_states_of_america,Bravado Wireless,,,system
vainah_telecom_russian_federation,Vainah Telecom,,,system
csl_limited_hong_kong,CSL Limited,,,system
csl_limited_hong_kong,CSL Limited,,,system
cts_mobile_gibraltar_(uk),CTS Mobile,,,system
digicel_former_netherlands_antilles,Digicel,,,system
custer_telephone_co-op_(ctci)_united_states_of_america,Custer Telephone Co-op (CTCI),,,system
avacell(hiweb)_iran,Avacell(HiWEB),,,system
datatel_(sl)_ltd._sierra_leone,Datatel (SL) Ltd.,,,system
dauphin_french_antilles_(france),Dauphin,,,system
db_netz_ag_germany,DB Netz AG,,,system
db_telematik_germany,DB Telematik,,,system
idea_india,IDEA,,,system
reliance_india,Reliance,,,system
uninor_india,Uninor,,,system
etisalat_db(cheers)_india,Etisalat DB(cheers),,,system
dense_air_belgium_sprl_belgium,Dense Air Belgium SPRL,,,system
dialog_sri_lanka,Dialog,,,system
digi_hungary,DIGI,,,system
digicel_anguilla_(uk),Digicel,,,system
digicel_barbados,Digicel,,,system
digicel_nauru,Digicel,,,system
digicel_saint_vincent_and_the_grenadines,Digicel,,,system
digicel_cayman_islands_(uk),Digicel,,,system
digicel_grenada,Digicel,,,system
digicel_dominica,Digicel,,,system
digicel_suriname,Digicel,,,system
digicel_samoa,Digicel,,,system
ais_gsm_1800_thailand,AIS GSM 1800,,,system
directv_colombia_ltda_colombia,DirecTV Colombia Ltda,,,system
dna_finland,DNA,,,system
dtc_russian_federation,DTC,,,system
sasatel_(dovetel)_tanzania,Sasatel (Dovetel),,,system
mio_former_netherlands_antilles,MIO,,,system
ecc_former_netherlands_antilles,ECC,,,system
appalachian_wireless_united_states_of_america,Appalachian Wireless,,,system
appalachian_wireless_united_states_of_america,Appalachian Wireless,,,system
appalachian_wireless_united_states_of_america,Appalachian Wireless,,,system
shine_gibraltar_(uk),Shine,,,system
econet_leo_burundi,econet Leo,,,system
econet_leo_burundi,econet Leo,,,system
t-mobile_uk_united_kingdom,T-Mobile UK,,,system
t-mobile_uk_united_kingdom,T-Mobile UK,,,system
orange_united_kingdom,Orange,,,system
eir_ireland,Eir,,,system
epic_pcs_united_states_of_america,Epic PCS,,,system
etb_colombia,eTb,,,system
hondutel_honduras,Hondutel,,,system
emcali_colombia,EMCALI,,,system
etc_united_states_of_america,ETC,,,system
entel_peru,Entel,,,system
entel_bolivia,Entel,,,system
entel_chile,entel,,,system
eritel_eritrea,Eritel,,,system
uname_iran,Uname,,,system
mobinnet_iran,Mobinnet,,,system
eutel_n.v._former_netherlands_antilles,Eutel N.V.,,,system
eventis_moldova,Eventis,,,system
evntelecom_vietnam,EVNTelecom,,,system
evolve_broadband_united_states_of_america,Evolve Broadband,,,system
fareastone_taiwan,FarEasTone,,,system
fareastone_taiwan,FarEasTone,,,system
fareastone_taiwan,FarEasTone,,,system
fareastone_taiwan,FarEasTone,,,system
farmers_wireless_united_states_of_america,Farmers Wireless,,,system
farzanegan_pars_iran,Farzanegan Pars,,,system
first_canada,FIRST,,,system
cleartalk_united_states_of_america,ClearTalk,,,system
cleartalk_united_states_of_america,ClearTalk,,,system
fms_solutions_ltd_united_kingdom,FMS Solutions Ltd,,,system
fsmtc_federated_states_of_micronesia,FSMTC,,,system
ftc_wireless_united_states_of_america,FTC Wireless,,,system
fuego_wireless_united_states_of_america,Fuego Wireless,,,system
g-mobile_mongolia,G-Mobile,,,system
directv_venezuela,DirecTV,,,system
gamcel_gambia,Gamcel,,,system
gamtel-ecowan_gambia,Gamtel-Ecowan,,,system
gci_united_states_of_america,GCI,,,system
gemtel_south_sudan,Gemtel,,,system
orange_gq_equatorial_guinea,Orange GQ,,,system
glo_benin,Glo,,,system
globaltel_saint_pierre_and_miquelon_(france),GLOBALTEL,,,system
islacom_philippines,Islacom,,,system
globecomm_network_services_worldwide,Globecomm Network Services,,,system
golan_telecom_israel,Golan Telecom,,,system
golis_somalia,Golis,,,system
great_north_woods_wireless_llc_united_states_of_america,Great North Woods Wireless LLC,,,system
greenfly_llc_united_states_of_america,GreenFly LLC,,,system
group_3g_umts_germany,Group 3G UMTS,,,system
gmobile_vietnam,Gmobile,,,system
airtel-vodafone_guernsey_(uk),Airtel-Vodafone,,,system
guinetel_guinea-bissau,Guinetel,,,system
guinetel_guinea-bissau,Guinetel,,,system
cellone_india,cellone,,,system
reliance_india,Reliance,,,system
videocon_datacom_india,Videocon Datacom,,,system
etisalat_db(cheers)_india,Etisalat DB(cheers),,,system
gulf_coast_broadband_llc_united_states_of_america,Gulf Coast Broadband LLC,,,system
bip_/_blueline_madagascar,BIP / blueline,,,system
gt&t_cellink_plus_guyana,GT&T Cellink Plus,,,system
halló_frjáls_fjarskipti_hf._iceland,Halló Frjáls fjarskipti hf.,,,system
vodafone_india_india,Vodafone India,,,system
cellone_india,cellone,,,system
reliance_india,Reliance,,,system
idea_india,IDEA,,,system
hatef_libya_libya,Hatef Libya,,,system
haute-garonne_numérique_france,Haute-Garonne numérique,,,system
hay_systems_ltd_united_kingdom,Hay Systems Ltd,,,system
phoenix_united_states_of_america,Phoenix,,,system
reliance_india,Reliance,,,system
cellone_india,cellone,,,system
reliance_india,Reliance,,,system
vodafone_india_india,Vodafone India,,,system
hormuud_somalia,Hormuud,,,system
horntel_group_somalia,Horntel Group,,,system
3_austria,3,,,system
3_(cdma)_hong_kong,3 (CDMA),,,system
hutchison_telecom_hong_kong,Hutchison Telecom,,,system
port-hable_argentina,PORT-HABLE,,,system
hutch_sri_lanka,Hutch,,,system
3_macau_(china),3,,,system
ice_norway,ice,,,system
net_1_denmark,Net 1,,,system
ice_norway,ice,,,system
ice_wireless_canada,ICE Wireless,,,system
icecell_iceland,IceCell,,,system
on-waves_iceland,On-waves,,,system
idilis_romania,Idilis,,,system
free_mobile_france,Free Mobile,,,system
illinois_valley_cellular_united_states_of_america,Illinois Valley Cellular,,,system
imperial_county_office_of_education_united_states_of_america,Imperial County Office of Education,,,system
in&phone_switzerland,IN&Phone,,,system
indigo_russian_federation,INDIGO,,,system
tcell_tajikistan,Tcell,,,system
tcell_tajikistan,Tcell,,,system
infrabel_belgium,Infrabel,,,system
"infraestruturas_de_portugal,_s.a._portugal","Infraestruturas de Portugal, S.A.",,,system
"infrastructure_networks,_llc_united_states_of_america","Infrastructure Networks, LLC",,,system
inland_cellular_telephone_company_united_states_of_america,Inland Cellular Telephone Company,,,system
inquam_deutschland_germany,Inquam Deutschland,,,system
kölbi_ice_costa_rica,Kölbi ICE,,,system
interc_nigeria,InterC,,,system
telecel_guinee_guinea,Telecel Guinee,,,system
idc_moldova,IDC,,,system
idc_moldova,IDC,,,system
smart_mobile_sierra_leone,Smart Mobile,,,system
intertelecom_russian_federation,Intertelecom,,,system
intertelecom_ukraine,Intertelecom,,,system
cdma_ukraine_ukraine,CDMA Ukraine,,,system
nuuk_tv_greenland,Nuuk TV,,,system
chat_mobility_united_states_of_america,Chat Mobility,,,system
iwireless_united_states_of_america,iWireless,,,system
iraphone_iran,Iraphone,,,system
iraphone_iran,Iraphone,,,system
big_sky_mobile_united_states_of_america,Big Sky Mobile,,,system
imod_israel,IMOD,,,system
it&e_wireless_guam_(usa),IT&E Wireless,,,system
it&e_wireless_united_states_of_america,IT&E Wireless,,,system
itisaluna_iraq,Itisaluna,,,system
faiba_4g_kenya,Faiba 4G,,,system
aircel_india,Aircel,,,system
cellone_india,cellone,,,system
tata_docomo_india,TATA DOCOMO,,,system
reliance_india,Reliance,,,system
airtel_india,Airtel,,,system
vodafone_india_india,Vodafone India,,,system
idea_india,IDEA,,,system
jio_india,Jio,,,system
jernbaneverket_as_norway,Jernbaneverket AS,,,system
jernbaneverket_as_norway,Jernbaneverket AS,,,system
airtel-vodafone_jersey_(uk),Airtel-Vodafone,,,system
airtel-vodafone_united_kingdom,Airtel-Vodafone,,,system
utel_russian_federation,Utel,,,system
navitas_worldwide,Navitas,,,system
tcell_tajikistan,Tcell,,,system
win_mobile_russian_federation,Win Mobile,,,system
pace_united_states_of_america,PACE,,,system
karabakh_telecom_armenia,Karabakh Telecom,,,system
vodafone_india_india,Vodafone India,,,system
reliance_india,Reliance,,,system
uninor_india,Uninor,,,system
idea_india,IDEA,,,system
cellone_india,cellone,,,system
expresso_ghana,Expresso,,,system
au_japan,au,,,system
au_japan,au,,,system
au_japan,au,,,system
au_japan,au,,,system
au_japan,au,,,system
au_japan,au,,,system
au_japan,au,,,system
au_japan,au,,,system
au_japan,au,,,system
au_japan,au,,,system
au_japan,au,,,system
keewaytinook_mobile_canada,Keewaytinook Mobile,,,system
keewaytinook_mobile_canada,Keewaytinook Mobile,,,system
cellone_india,cellone,,,system
reliance_india,Reliance,,,system
uninor_india,Uninor,,,system
etisalat_db(cheers)_india,Etisalat DB(cheers),,,system
ketchikan_public_utilities_(kpu)_united_states_of_america,Ketchikan Public Utilities (KPU),,,system
skylink_russian_federation,Skylink,,,system
"king_street_wireless,_lp_united_states_of_america","King Street Wireless, LP",,,system
cellone_india,cellone,,,system
reliance_india,Reliance,,,system
reliance_india,Reliance,,,system
uninor_india,Uninor,,,system
koning_en_hartman_b.v._netherlands,Koning en Hartman B.V.,,,system
sunnet_north_korea,SunNet,,,system
kpn_netherlands,KPN,,,system
krymtelekom_russian_federation,Krymtelekom,,,system
volna_mobile_russian_federation,Volna mobile,,,system
kugsm_russian_federation,KUGSM,,,system
sahelcom_niger,SahelCom,,,system
lanka_bell_sri_lanka,Lanka Bell,,,system
chunghwa_ldm_taiwan,Chunghwa LDM,,,system
nmobile_united_states_of_america,NMobile,,,system
libtelco_liberia,LIBTELCO,,,system
libya_phone_libya,Libya Phone,,,system
libyana_libya,Libyana,,,system
litrail_lithuania,LitRail,,,system
mezon_lithuania,MEZON,,,system
ligado_networks_united_states_of_america,Ligado Networks,,,system
lightsquared_l.p._united_states_of_america,Lightsquared L.P.,,,system
lightsquared_l.p._united_states_of_america,Lightsquared L.P.,,,system
lightsquared_l.p._united_states_of_america,Lightsquared L.P.,,,system
liikennevirasto_finland,Liikennevirasto,,,system
limitless_mobile_united_states_of_america,Limitless Mobile,,,system
linkem_italy,LINKEM,,,system
africell_sierra_leone,Africell,,,system
lonestar_cell_mtn_liberia,Lonestar Cell MTN,,,system
lynx_mobility_canada,Lynx Mobility,,,system
mobility_bermuda,Mobility,,,system
reliance_india,Reliance,,,system
videocon_datacom_india,Videocon Datacom,,,system
cellone_india,cellone,,,system
vodafone_india_india,Vodafone India,,,system
magti_georgia,Magti,,,system
magtifix_georgia,MagtiFix,,,system
mav_gsm-r_hungary,MAV GSM-R,,,system
mokoze_/_azu_mauritius,MOKOZE / AZU,,,system
idea_india,IDEA,,,system
uninor_india,Uninor,,,system
cellone_india,cellone,,,system
reliance_india,Reliance,,,system
mainepcs_llc_united_states_of_america,MainePCS LLC,,,system
telekom.mk_north_macedonia,Telekom.mk,,,system
malitel_mali,Malitel,,,system
mara_telecom_french_polynesia_(france),Mara Telecom,,,system
we4g_israel,We4G,,,system
marathon_telecom_limited_jersey_(uk),Marathon Telecom Limited,,,system
marshall_islands_national_telecommunications_authority_(minta)_marshall_islands,Marshall Islands National Telecommunications Authority (MINTA),,,system
mta_united_states_of_america,MTA,,,system
mauritel_mauritania,Mauritel,,,system
maxis_malaysia,Maxis,,,system
"maxis,_digi,_celcom,_xox_malaysia","Maxis, DiGi, Celcom, XOX",,,system
mb_tel_mobility_canada,MB Tel Mobility,,,system
mediatech_seychelles,Mediatech,,,system
sky_high_worldwide,Sky High,,,system
megafon_russian_federation,MegaFon,,,system
melita_malta,Melita,,,system
mid-rivers_wireless_united_states_of_america,Mid-Rivers Wireless,,,system
west_central_wireless_united_states_of_america,West Central Wireless,,,system
tigo_guatemala,Tigo,,,system
ministry_of_interior_qatar,Ministry of Interior,,,system
chariton_valley_united_states_of_america,Chariton Valley,,,system
mobilcom_multimedia_germany,Mobilcom Multimedia,,,system
espadan_(jv-pjs)_iran,Espadan (JV-PJS),,,system
mobitai_taiwan,MobiTai,,,system
mobitel_iraq,Mobitel,,,system
unité_moldova,Unité,,,system
unité_moldova,Unité,,,system
unité_moldova,Unité,,,system
mosaic_telecom_united_states_of_america,Mosaic Telecom,,,system
movicel_angola,MOVICEL,,,system
mt&t_mobility_(aliant)_canada,MT&T Mobility (Aliant),,,system
libertis_telecom_congo,Libertis Telecom,,,system
mtn_zambia,MTN,,,system
mtn_namibia_namibia,MTN Namibia,,,system
mts_turkmenistan,MTS,,,system
multefire_allicance_worldwide,MulteFire Allicance,,,system
loop_mobile_india,Loop Mobile,,,system
reliance_india,Reliance,,,system
mvm_net_ltd._hungary,MVM Net Ltd.,,,system
cdma800_myanmar,CDMA800,,,system
mytel_myanmar,Mytel,,,system
naxtel_azerbaijan,Naxtel,,,system
nash_technologies_germany,Nash Technologies,,,system
nbn_australia,NBN,,,system
nbn_australia,NBN,,,system
nationlink_somalia,Nationlink,,,system
nationlink_somalia,Nationlink,,,system
khartoum_inc_sudan,khartoum INC,,,system
nemont_united_states_of_america,Nemont,,,system
neotel_south_africa,Neotel,,,system
neotel_south_africa,Neotel,,,system
nep_united_states_of_america,nep,,,system
net*one_zimbabwe,Net*One,,,system
sweden_2g_sweden,Sweden 2G,,,system
net_1_sweden,Net 1,,,system
netpage_gambia,NETPAGE,,,system
netset_communications_canada,NetSet Communications,,,system
vivacell_south_sudan,Vivacell,,,system
network_rail_infrastructure_limited_united_kingdom,Network Rail Infrastructure Limited,,,system
railtrack_united_kingdom,Railtrack,,,system
railtrack_united_kingdom,Railtrack,,,system
